value,source,target
6.540794,"Non-venomous animal contact","Dislocation of shoulder"
3.861275,"Interpersonal violence","Dislocation of shoulder"
.957383,"Unintentional suffocation","Dislocation of shoulder"
20.3038,"Other transport injuries","Dislocation of shoulder"
.5892482,"Self-harm","Dislocation of shoulder"
19.39178,"Drowning","Dislocation of shoulder"
52.92426,"Road injuries","Dislocation of shoulder"
5.145775,"Venomous animal contact","Dislocation of shoulder"
25.77751,"Other exposure to mechanical forces","Dislocation of shoulder"
40.7201,"Fire, heat, and hot substances","Dislocation of shoulder"
11.8934,"Other unintentional injuries","Dislocation of shoulder"
169.6826,"Falls","Dislocation of shoulder"
14.06465,"Motorcyclist road injuries","Dislocation of shoulder"
2.708894,"Pulmonary aspiration and foreign body in airway","Dislocation of shoulder"
17.75494,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations"
.241578,"Poisonings","Other injuries of muscle & tendon and other dislocations"
3.676573,"Venomous animal contact","Other injuries of muscle & tendon and other dislocations"
.2590435,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations"
14.09409,"Other unintentional injuries","Other injuries of muscle & tendon and other dislocations"
159.65,"Falls","Other injuries of muscle & tendon and other dislocations"
113.1566,"Exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
4.143284,"Assault by other means","Other injuries of muscle & tendon and other dislocations"
.4281277,"Unintentional suffocation","Other injuries of muscle & tendon and other dislocations"
8.460463,"Interpersonal violence","Other injuries of muscle & tendon and other dislocations"
12.87422,"Other transport injuries","Other injuries of muscle & tendon and other dislocations"
32.63468,"Motor vehicle road injuries","Other injuries of muscle & tendon and other dislocations"
107.164,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
1.96177,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations"
7.091383,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations"
1.255653,"Other road injuries","Other injuries of muscle & tendon and other dislocations"
7.401698,"Animal contact","Other injuries of muscle & tendon and other dislocations"
5.56442,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations"
19.06166,"Motorcyclist road injuries","Other injuries of muscle & tendon and other dislocations"
30.24533,"Pedestrian road injuries by road vehicle","Other injuries of muscle & tendon and other dislocations"
10.07974,"Drowning","Other injuries of muscle & tendon and other dislocations"
90.28871,"Road injuries","Other injuries of muscle & tendon and other dislocations"
2.085015,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations"
1.605644,"Self-harm","Other injuries of muscle & tendon and other dislocations"
3.725125,"Non-venomous animal contact","Other injuries of muscle & tendon and other dislocations"
3.949188,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations"
.3679894,"Assault by firearm","Other injuries of muscle & tendon and other dislocations"
15.52758,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus"
4.800367,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
2.306331,"Other road injuries","Fracture of clavicle, scapula, or humerus"
.8953228,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
5.963683,"Drowning","Fracture of clavicle, scapula, or humerus"
80.99233,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
24.65565,"Other transport injuries","Fracture of clavicle, scapula, or humerus"
.3746577,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
12.87302,"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus"
3.021707,"Animal contact","Fracture of clavicle, scapula, or humerus"
69.81902,"Road injuries","Fracture of clavicle, scapula, or humerus"
5.127839,"Interpersonal violence","Fracture of clavicle, scapula, or humerus"
3.857858,"Assault by other means","Fracture of clavicle, scapula, or humerus"
2.069741,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus"
5.140543,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
.9519657,"Venomous animal contact","Fracture of clavicle, scapula, or humerus"
163.9845,"Falls","Fracture of clavicle, scapula, or humerus"
16.30942,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus"
.1713677,"Poisonings","Fracture of clavicle, scapula, or humerus"
.1109465,"Self-harm","Fracture of clavicle, scapula, or humerus"
.1466185,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
22.80266,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus"
90.44758,"Exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
4.654868,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
.0714143,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
17.21522,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus"
.0143123,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus"
2.265222,"Motorcyclist road injuries","Fracture of face bone"
.5031444,"Drowning","Fracture of face bone"
.0166679,"Foreign body in eyes","Fracture of face bone"
2.686974,"Other transport injuries","Fracture of face bone"
6.099306,"Exposure to mechanical forces","Fracture of face bone"
.0949159,"Assault by sharp object","Fracture of face bone"
.1254557,"Assault by firearm","Fracture of face bone"
2.105906,"Fire, heat, and hot substances","Fracture of face bone"
5.423399,"Other exposure to mechanical forces","Fracture of face bone"
.2371841,"Venomous animal contact","Fracture of face bone"
1.012095,"Animal contact","Fracture of face bone"
.0250171,"Poisonings","Fracture of face bone"
10.29154,"Falls","Fracture of face bone"
10.19274,"Road injuries","Fracture of face bone"
1.519809,"Interpersonal violence","Fracture of face bone"
.7855955,"Other unintentional injuries","Fracture of face bone"
.0444483,"Self-harm","Fracture of face bone"
.6400696,"Unintentional firearm injuries","Fracture of face bone"
.0392584,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
.7749112,"Non-venomous animal contact","Fracture of face bone"
.1182265,"Other road injuries","Fracture of face bone"
.0720334,"Foreign body in other body part","Fracture of face bone"
1.216413,"Cyclist road injuries","Fracture of face bone"
2.967226,"Pedestrian road injuries by road vehicle","Fracture of face bone"
.0358366,"Unintentional suffocation","Fracture of face bone"
3.625652,"Motor vehicle road injuries","Fracture of face bone"
1.299438,"Assault by other means","Fracture of face bone"
16.36697,"Motor vehicle road injuries","Fracture of foot bone"
20.65387,"Other unintentional injuries","Fracture of foot bone"
.4172965,"Self-harm","Fracture of foot bone"
.7236047,"Venomous animal contact","Fracture of foot bone"
3.702231,"Cyclist road injuries","Fracture of foot bone"
.1323334,"Unintentional suffocation","Fracture of foot bone"
3.458601,"Unintentional firearm injuries","Fracture of foot bone"
.2766271,"Foreign body in other body part","Fracture of foot bone"
.1229532,"Poisonings","Fracture of foot bone"
8.0312,"Fire, heat, and hot substances","Fracture of foot bone"
13.80596,"Motorcyclist road injuries","Fracture of foot bone"
.4393482,"Assault by sharp object","Fracture of foot bone"
20.83078,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
1.798769,"Interpersonal violence","Fracture of foot bone"
89.4313,"Falls","Fracture of foot bone"
4.342954,"Drowning","Fracture of foot bone"
.9280676,"Assault by other means","Fracture of foot bone"
39.96385,"Exposure to mechanical forces","Fracture of foot bone"
.4313537,"Assault by firearm","Fracture of foot bone"
10.75531,"Other transport injuries","Fracture of foot bone"
2.54544,"Non-venomous animal contact","Fracture of foot bone"
.4793371,"Other road injuries","Fracture of foot bone"
.1915819,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
36.37291,"Other exposure to mechanical forces","Fracture of foot bone"
.164144,"Foreign body in eyes","Fracture of foot bone"
3.269045,"Animal contact","Fracture of foot bone"
55.18528,"Road injuries","Fracture of foot bone"
9.57446,"Non-venomous animal contact","Fracture of hand bone"
762.4688,"Exposure to mechanical forces","Fracture of hand bone"
13.65385,"Animal contact","Fracture of hand bone"
79.11209,"Other unintentional injuries","Fracture of hand bone"
1.451332,"Assault by firearm","Fracture of hand bone"
2.014299,"Assault by sharp object","Fracture of hand bone"
174.4181,"Falls","Fracture of hand bone"
16.39191,"Motorcyclist road injuries","Fracture of hand bone"
15.25074,"Assault by other means","Fracture of hand bone"
1.174506,"Other road injuries","Fracture of hand bone"
27.74677,"Motor vehicle road injuries","Fracture of hand bone"
18.71637,"Interpersonal violence","Fracture of hand bone"
70.83926,"Other transport injuries","Fracture of hand bone"
16.13336,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
17.9969,"Cyclist road injuries","Fracture of hand bone"
.3678734,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
6.630781,"Drowning","Fracture of hand bone"
11.55008,"Unintentional suffocation","Fracture of hand bone"
.6456937,"Self-harm","Fracture of hand bone"
4.079391,"Venomous animal contact","Fracture of hand bone"
727.7366,"Other exposure to mechanical forces","Fracture of hand bone"
23.18203,"Unintentional firearm injuries","Fracture of hand bone"
79.44344,"Road injuries","Fracture of hand bone"
14.37791,"Fire, heat, and hot substances","Fracture of hand bone"
1.257966,"Foreign body in other body part","Fracture of hand bone"
.1021625,"Foreign body in eyes","Fracture of hand bone"
.1370514,"Poisonings","Fracture of hand bone"
906.3856,"Road injuries","Fracture of neck of femur"
218.6677,"Other transport injuries","Fracture of neck of femur"
34.71144,"Interpersonal violence","Fracture of neck of femur"
328.5991,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
234.3125,"Exposure to mechanical forces","Fracture of neck of femur"
8.765133,"Assault by sharp object","Fracture of neck of femur"
4.131696,"Self-harm","Fracture of neck of femur"
127.6086,"Other exposure to mechanical forces","Fracture of neck of femur"
6.915589,"Non-venomous animal contact","Fracture of neck of femur"
18.99165,"Venomous animal contact","Fracture of neck of femur"
66.54958,"Other unintentional injuries","Fracture of neck of femur"
104.2304,"Unintentional firearm injuries","Fracture of neck of femur"
5.94736,"Poisonings","Fracture of neck of femur"
52.46315,"Cyclist road injuries","Fracture of neck of femur"
25.90723,"Animal contact","Fracture of neck of femur"
525.0817,"Drowning","Fracture of neck of femur"
118.7298,"Fire, heat, and hot substances","Fracture of neck of femur"
2173.104,"Falls","Fracture of neck of femur"
2.473525,"Unintentional suffocation","Fracture of neck of femur"
339.3779,"Motor vehicle road injuries","Fracture of neck of femur"
6.523494,"Foreign body in eyes","Fracture of neck of femur"
4.724124,"Foreign body in other body part","Fracture of neck of femur"
4.694735,"Assault by firearm","Fracture of neck of femur"
47.48644,"Other road injuries","Fracture of neck of femur"
138.4592,"Motorcyclist road injuries","Fracture of neck of femur"
21.25158,"Assault by other means","Fracture of neck of femur"
31.05315,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
68.5813,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
2.374387,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
14.82221,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
2445.268,"Falls","Fracture of patella, tibia, fibula, or ankle"
510.1111,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
285.789,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
282.3176,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
106.0226,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
3.914704,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
2.110561,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
14.65129,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
60.72115,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
496.8719,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
723.4079,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
1841.362,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
7.589283,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
100.1218,"Drowning","Fracture of patella, tibia, fibula, or ankle"
107.3877,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
67.43813,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
38.30967,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
793.5479,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
4.705137,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
20.89948,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
899.3772,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
755.4841,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
1.139355,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
52.78683,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
4.403806,"Venomous animal contact","Fracture of pelvis"
5.567222,"Assault by other means","Fracture of pelvis"
.305938,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
.7721235,"Assault by sharp object","Fracture of pelvis"
16.52515,"Unintentional firearm injuries","Fracture of pelvis"
163.5476,"Motor vehicle road injuries","Fracture of pelvis"
.3265361,"Foreign body in eyes","Fracture of pelvis"
3.126037,"Non-venomous animal contact","Fracture of pelvis"
.7632139,"Self-harm","Fracture of pelvis"
82.83423,"Other exposure to mechanical forces","Fracture of pelvis"
168.3135,"Other transport injuries","Fracture of pelvis"
10.24964,"Interpersonal violence","Fracture of pelvis"
10.68813,"Drowning","Fracture of pelvis"
17.65932,"Fire, heat, and hot substances","Fracture of pelvis"
360.5484,"Road injuries","Fracture of pelvis"
3.910296,"Assault by firearm","Fracture of pelvis"
139.3679,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
.2752825,"Foreign body in other body part","Fracture of pelvis"
52.58857,"Other unintentional injuries","Fracture of pelvis"
20.93216,"Cyclist road injuries","Fracture of pelvis"
103.1866,"Exposure to mechanical forces","Fracture of pelvis"
3.372084,"Other road injuries","Fracture of pelvis"
.5115817,"Poisonings","Fracture of pelvis"
7.529843,"Animal contact","Fracture of pelvis"
33.32856,"Motorcyclist road injuries","Fracture of pelvis"
142.2557,"Falls","Fracture of pelvis"
3.827278,"Unintentional suffocation","Fracture of pelvis"
.3836119,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
1.57199,"Drowning","Fracture of radius or ulna"
59.06841,"Other transport injuries","Fracture of radius or ulna"
19.19451,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
2.703645,"Fire, heat, and hot substances","Fracture of radius or ulna"
37.31934,"Exposure to mechanical forces","Fracture of radius or ulna"
.2238561,"Foreign body in other body part","Fracture of radius or ulna"
1.610772,"Unintentional firearm injuries","Fracture of radius or ulna"
109.3917,"Road injuries","Fracture of radius or ulna"
.3506141,"Venomous animal contact","Fracture of radius or ulna"
.3364605,"Assault by firearm","Fracture of radius or ulna"
37.55178,"Motor vehicle road injuries","Fracture of radius or ulna"
15.31797,"Motorcyclist road injuries","Fracture of radius or ulna"
.0313212,"Foreign body in eyes","Fracture of radius or ulna"
1.94365,"Non-venomous animal contact","Fracture of radius or ulna"
.1792804,"Assault by sharp object","Fracture of radius or ulna"
2.319099,"Other road injuries","Fracture of radius or ulna"
4.563108,"Interpersonal violence","Fracture of radius or ulna"
.118426,"Self-harm","Fracture of radius or ulna"
2.294264,"Animal contact","Fracture of radius or ulna"
1.859337,"Unintentional suffocation","Fracture of radius or ulna"
4.047368,"Assault by other means","Fracture of radius or ulna"
.0997042,"Poisonings","Fracture of radius or ulna"
35.00835,"Cyclist road injuries","Fracture of radius or ulna"
33.84924,"Other exposure to mechanical forces","Fracture of radius or ulna"
37.41484,"Other unintentional injuries","Fracture of radius or ulna"
528.1187,"Falls","Fracture of radius or ulna"
.9399848,"Venomous animal contact","Fracture of skull"
1.161605,"Foreign body in other body part","Fracture of skull"
9.75036,"Unintentional firearm injuries","Fracture of skull"
5.21676,"Fire, heat, and hot substances","Fracture of skull"
210.6808,"Falls","Fracture of skull"
2.55735,"Assault by firearm","Fracture of skull"
97.4341,"Exposure to mechanical forces","Fracture of skull"
171.5734,"Road injuries","Fracture of skull"
4.450333,"Non-venomous animal contact","Fracture of skull"
10.77567,"Unintentional suffocation","Fracture of skull"
12.75826,"Other unintentional injuries","Fracture of skull"
12.8808,"Cyclist road injuries","Fracture of skull"
76.90807,"Other exposure to mechanical forces","Fracture of skull"
67.27099,"Pedestrian road injuries by road vehicle","Fracture of skull"
5.390317,"Animal contact","Fracture of skull"
.1782512,"Self-harm","Fracture of skull"
3.38001,"Assault by sharp object","Fracture of skull"
.1622105,"Drowning","Fracture of skull"
68.65786,"Motor vehicle road injuries","Fracture of skull"
66.14879,"Other transport injuries","Fracture of skull"
22.09731,"Motorcyclist road injuries","Fracture of skull"
.9607254,"Foreign body in eyes","Fracture of skull"
.1241034,"Poisonings","Fracture of skull"
12.15014,"Assault by other means","Fracture of skull"
18.08751,"Interpersonal violence","Fracture of skull"
.0829328,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
.666474,"Other road injuries","Fracture of skull"
.2817974,"Cyclist road injuries","Fracture of sternum or rib(s)"
.0004444,"Self-harm","Fracture of sternum or rib(s)"
.6171268,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
.063035,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
.000559,"Assault by sharp object","Fracture of sternum or rib(s)"
.002514,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
5.827282,"Falls","Fracture of sternum or rib(s)"
.0003243,"Foreign body in other body part","Fracture of sternum or rib(s)"
.0226289,"Non-venomous animal contact","Fracture of sternum or rib(s)"
.0053503,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.7127079,"Other unintentional injuries","Fracture of sternum or rib(s)"
.0047031,"Drowning","Fracture of sternum or rib(s)"
.0031793,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.0002935,"Venomous animal contact","Fracture of sternum or rib(s)"
.0618475,"Interpersonal violence","Fracture of sternum or rib(s)"
2.060974,"Road injuries","Fracture of sternum or rib(s)"
.0229224,"Animal contact","Fracture of sternum or rib(s)"
.0002612,"Poisonings","Fracture of sternum or rib(s)"
.6029063,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
.4479872,"Other transport injuries","Fracture of sternum or rib(s)"
.2789674,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
.0088703,"Unintentional suffocation","Fracture of sternum or rib(s)"
.0610648,"Assault by other means","Fracture of sternum or rib(s)"
.0002236,"Assault by firearm","Fracture of sternum or rib(s)"
1.409636,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
.0275389,"Other road injuries","Fracture of sternum or rib(s)"
.0001454,"Foreign body in eyes","Fracture of sternum or rib(s)"
.7206291,"Poisonings","Fracture of vertebral column"
220.5905,"Motor vehicle road injuries","Fracture of vertebral column"
192.1612,"Pedestrian road injuries by road vehicle","Fracture of vertebral column"
692.0775,"Other exposure to mechanical forces","Fracture of vertebral column"
10.14386,"Non-venomous animal contact","Fracture of vertebral column"
7.599557,"Assault by firearm","Fracture of vertebral column"
666.4861,"Falls","Fracture of vertebral column"
1.753714,"Foreign body in other body part","Fracture of vertebral column"
35.92044,"Motorcyclist road injuries","Fracture of vertebral column"
11.73744,"Animal contact","Fracture of vertebral column"
67.25416,"Unintentional suffocation","Fracture of vertebral column"
7.046143,"Drowning","Fracture of vertebral column"
53.73743,"Unintentional firearm injuries","Fracture of vertebral column"
813.0692,"Exposure to mechanical forces","Fracture of vertebral column"
112.2264,"Cyclist road injuries","Fracture of vertebral column"
4.813268,"Other road injuries","Fracture of vertebral column"
1.593577,"Venomous animal contact","Fracture of vertebral column"
2.046114,"Self-harm","Fracture of vertebral column"
39.50308,"Fire, heat, and hot substances","Fracture of vertebral column"
29.99174,"Interpersonal violence","Fracture of vertebral column"
1.735162,"Assault by sharp object","Fracture of vertebral column"
849.6588,"Other unintentional injuries","Fracture of vertebral column"
565.7119,"Road injuries","Fracture of vertebral column"
174.9822,"Other transport injuries","Fracture of vertebral column"
1.035618,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
.4246566,"Foreign body in eyes","Fracture of vertebral column"
20.65702,"Assault by other means","Fracture of vertebral column"
38.91241,"Cyclist road injuries","Fracture of femur, other than femoral neck"
140.4878,"Other transport injuries","Fracture of femur, other than femoral neck"
7.670566,"Assault by firearm","Fracture of femur, other than femoral neck"
338.8763,"Motor vehicle road injuries","Fracture of femur, other than femoral neck"
51.27723,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
110.0494,"Other unintentional injuries","Fracture of femur, other than femoral neck"
61.05312,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
35.52602,"Drowning","Fracture of femur, other than femoral neck"
.6473973,"Poisonings","Fracture of femur, other than femoral neck"
16.74902,"Unintentional suffocation","Fracture of femur, other than femoral neck"
725.4007,"Exposure to mechanical forces","Fracture of femur, other than femoral neck"
1.468051,"Self-harm","Fracture of femur, other than femoral neck"
647.5986,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck"
1.44288,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
18.31913,"Non-venomous animal contact","Fracture of femur, other than femoral neck"
246.2352,"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck"
34.97334,"Assault by other means","Fracture of femur, other than femoral neck"
770.7762,"Road injuries","Fracture of femur, other than femoral neck"
46.98443,"Interpersonal violence","Fracture of femur, other than femoral neck"
4.340522,"Assault by sharp object","Fracture of femur, other than femoral neck"
6.16052,"Venomous animal contact","Fracture of femur, other than femoral neck"
24.47966,"Animal contact","Fracture of femur, other than femoral neck"
771.0381,"Falls","Fracture of femur, other than femoral neck"
141.711,"Motorcyclist road injuries","Fracture of femur, other than femoral neck"
.9984459,"Foreign body in other body part","Fracture of femur, other than femoral neck"
5.041111,"Other road injuries","Fracture of femur, other than femoral neck"
.5313227,"Foreign body in eyes","Fracture of femur, other than femoral neck"
33.60583,"Interpersonal violence","Minor traumatic brain injury"
5.264399,"Drowning","Minor traumatic brain injury"
58.54436,"Other transport injuries","Minor traumatic brain injury"
97.2291,"Motor vehicle road injuries","Minor traumatic brain injury"
218.6062,"Road injuries","Minor traumatic brain injury"
.4122161,"Self-harm","Minor traumatic brain injury"
22.09408,"Other unintentional injuries","Minor traumatic brain injury"
3.843864,"Unintentional firearm injuries","Minor traumatic brain injury"
30.1871,"Assault by other means","Minor traumatic brain injury"
55.12094,"Pedestrian road injuries by road vehicle","Minor traumatic brain injury"
.3036621,"Foreign body in other body part","Minor traumatic brain injury"
11.04263,"Fire, heat, and hot substances","Minor traumatic brain injury"
149.9507,"Falls","Minor traumatic brain injury"
2.944782,"Other road injuries","Minor traumatic brain injury"
3.679017,"Unintentional suffocation","Minor traumatic brain injury"
173.3212,"Exposure to mechanical forces","Minor traumatic brain injury"
20.27214,"Motorcyclist road injuries","Minor traumatic brain injury"
8.623371,"Animal contact","Minor traumatic brain injury"
.4104731,"Poisonings","Minor traumatic brain injury"
1.57035,"Assault by sharp object","Minor traumatic brain injury"
1.706443,"Venomous animal contact","Minor traumatic brain injury"
.2336887,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury"
6.916929,"Non-venomous animal contact","Minor traumatic brain injury"
165.7983,"Other exposure to mechanical forces","Minor traumatic brain injury"
43.03919,"Cyclist road injuries","Minor traumatic brain injury"
1.848381,"Assault by firearm","Minor traumatic brain injury"
.3396677,"Foreign body in eyes","Minor traumatic brain injury"
249.0249,"Exposure to mechanical forces","Moderate to severe traumatic brain injury"
407.6206,"Motor vehicle road injuries","Moderate to severe traumatic brain injury"
171.1787,"Motorcyclist road injuries","Moderate to severe traumatic brain injury"
.7616773,"Foreign body in other body part","Moderate to severe traumatic brain injury"
55.53081,"Interpersonal violence","Moderate to severe traumatic brain injury"
13.51757,"Unintentional suffocation","Moderate to severe traumatic brain injury"
17.77556,"Drowning","Moderate to severe traumatic brain injury"
119.4346,"Cyclist road injuries","Moderate to severe traumatic brain injury"
1048.305,"Road injuries","Moderate to severe traumatic brain injury"
936.3884,"Falls","Moderate to severe traumatic brain injury"
4.406541,"Assault by firearm","Moderate to severe traumatic brain injury"
2.144063,"Self-harm","Moderate to severe traumatic brain injury"
332.9421,"Pedestrian road injuries by road vehicle","Moderate to severe traumatic brain injury"
67.58812,"Other transport injuries","Moderate to severe traumatic brain injury"
4.490805,"Foreign body in eyes","Moderate to severe traumatic brain injury"
4.633291,"Assault by sharp object","Moderate to severe traumatic brain injury"
20.4013,"Animal contact","Moderate to severe traumatic brain injury"
.9716642,"Poisonings","Moderate to severe traumatic brain injury"
