value,source,target
57.05739,"Motorcyclist road injuries","Other injuries of muscle & tendon and other dislocations"
14.90329,"Non-venomous animal contact","Other injuries of muscle & tendon and other dislocations"
215.9272,"Exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
3.454142,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations"
25.44517,"Other unintentional injuries","Other injuries of muscle & tendon and other dislocations"
.8295016,"Assault by firearm","Other injuries of muscle & tendon and other dislocations"
6.572998,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations"
12.76188,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations"
1.979586,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations"
11.54482,"Interpersonal violence","Other injuries of muscle & tendon and other dislocations"
40.09417,"Motor vehicle road injuries","Other injuries of muscle & tendon and other dislocations"
4.142325,"Assault by other means","Other injuries of muscle & tendon and other dislocations"
.399838,"Poisonings","Other injuries of muscle & tendon and other dislocations"
43.78604,"Pedestrian road injuries by road vehicle","Other injuries of muscle & tendon and other dislocations"
5.2739,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations"
.1985861,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations"
13.59141,"Drowning","Other injuries of muscle & tendon and other dislocations"
31.72405,"Animal contact","Other injuries of muscle & tendon and other dislocations"
14.1836,"Other transport injuries","Other injuries of muscle & tendon and other dislocations"
.1367377,"Poisonings","Fracture of clavicle, scapula, or humerus"
3.035752,"Venomous animal contact","Fracture of clavicle, scapula, or humerus"
24.87747,"Other transport injuries","Fracture of clavicle, scapula, or humerus"
38.96245,"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus"
.7529557,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
3.272447,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
4.632641,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
.2884453,"Self-harm","Fracture of clavicle, scapula, or humerus"
1.709004,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
131.0139,"Road injuries","Fracture of clavicle, scapula, or humerus"
22.07497,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus"
31.49405,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus"
.0218723,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus"
.2128086,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
6.910603,"Animal contact","Fracture of clavicle, scapula, or humerus"
.1435336,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
6.259799,"Drowning","Fracture of clavicle, scapula, or humerus"
7.751225,"Interpersonal violence","Fracture of clavicle, scapula, or humerus"
47.82762,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus"
35.24383,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus"
2.151881,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
156.5511,"Falls","Fracture of clavicle, scapula, or humerus"
166.0235,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
3.238637,"Other road injuries","Fracture of clavicle, scapula, or humerus"
3.874852,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus"
171.005,"Exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
4.846386,"Assault by other means","Fracture of clavicle, scapula, or humerus"
14.0431,"Exposure to mechanical forces","Fracture of face bone"
5.779119,"Pedestrian road injuries by road vehicle","Fracture of face bone"
15.5882,"Falls","Fracture of face bone"
2.474612,"Fire, heat, and hot substances","Fracture of face bone"
.0841758,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
.0585853,"Poisonings","Fracture of face bone"
9.110723,"Motorcyclist road injuries","Fracture of face bone"
6.729429,"Motor vehicle road injuries","Fracture of face bone"
13.40352,"Other exposure to mechanical forces","Fracture of face bone"
.027183,"Foreign body in eyes","Fracture of face bone"
.2396632,"Foreign body in other body part","Fracture of face bone"
.0279208,"Unintentional suffocation","Fracture of face bone"
3.008251,"Cyclist road injuries","Fracture of face bone"
.6116608,"Unintentional firearm injuries","Fracture of face bone"
.2054018,"Self-harm","Fracture of face bone"
3.397709,"Non-venomous animal contact","Fracture of face bone"
.8672826,"Venomous animal contact","Fracture of face bone"
24.93505,"Road injuries","Fracture of face bone"
4.26499,"Animal contact","Fracture of face bone"
5.320729,"Interpersonal violence","Fracture of face bone"
.3638298,"Assault by sharp object","Fracture of face bone"
.3530165,"Assault by firearm","Fracture of face bone"
2.289884,"Other unintentional injuries","Fracture of face bone"
.3075305,"Other road injuries","Fracture of face bone"
4.603882,"Assault by other means","Fracture of face bone"
5.382356,"Other transport injuries","Fracture of face bone"
1.067471,"Drowning","Fracture of face bone"
9.827734,"Drowning","Fracture of foot bone"
50.65257,"Motorcyclist road injuries","Fracture of foot bone"
1.366787,"Assault by firearm","Fracture of foot bone"
8.297376,"Fire, heat, and hot substances","Fracture of foot bone"
1.371344,"Other road injuries","Fracture of foot bone"
6.138124,"Cyclist road injuries","Fracture of foot bone"
105.8446,"Road injuries","Fracture of foot bone"
3.664605,"Venomous animal contact","Fracture of foot bone"
126.1094,"Falls","Fracture of foot bone"
1.657267,"Assault by other means","Fracture of foot bone"
.1482608,"Foreign body in eyes","Fracture of foot bone"
.1581435,"Poisonings","Fracture of foot bone"
18.31288,"Other transport injuries","Fracture of foot bone"
.1782083,"Unintentional suffocation","Fracture of foot bone"
4.131969,"Interpersonal violence","Fracture of foot bone"
1.107917,"Assault by sharp object","Fracture of foot bone"
.7970079,"Foreign body in other body part","Fracture of foot bone"
.2624783,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
1.243084,"Self-harm","Fracture of foot bone"
9.237409,"Animal contact","Fracture of foot bone"
5.046333,"Unintentional firearm injuries","Fracture of foot bone"
28.66261,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
18.97775,"Other unintentional injuries","Fracture of foot bone"
83.64633,"Exposure to mechanical forces","Fracture of foot bone"
78.42178,"Other exposure to mechanical forces","Fracture of foot bone"
19.02,"Motor vehicle road injuries","Fracture of foot bone"
5.572804,"Non-venomous animal contact","Fracture of foot bone"
119.6844,"Other transport injuries","Fracture of hand bone"
2081.259,"Exposure to mechanical forces","Fracture of hand bone"
3.545169,"Self-harm","Fracture of hand bone"
.2985133,"Poisonings","Fracture of hand bone"
.4988355,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
12.076,"Venomous animal contact","Fracture of hand bone"
277.7952,"Other unintentional injuries","Fracture of hand bone"
37.28207,"Cyclist road injuries","Fracture of hand bone"
6.605897,"Assault by sharp object","Fracture of hand bone"
9.331209,"Drowning","Fracture of hand bone"
24.19748,"Unintentional firearm injuries","Fracture of hand bone"
17.98121,"Fire, heat, and hot substances","Fracture of hand bone"
60.06641,"Motorcyclist road injuries","Fracture of hand bone"
233.5339,"Falls","Fracture of hand bone"
10.31878,"Unintentional suffocation","Fracture of hand bone"
34.50319,"Assault by other means","Fracture of hand bone"
51.9983,"Motor vehicle road injuries","Fracture of hand bone"
2.719491,"Other road injuries","Fracture of hand bone"
4.847714,"Foreign body in other body part","Fracture of hand bone"
3.038066,"Assault by firearm","Fracture of hand bone"
21.8806,"Non-venomous animal contact","Fracture of hand bone"
2046.743,"Other exposure to mechanical forces","Fracture of hand bone"
33.9566,"Animal contact","Fracture of hand bone"
30.96982,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
.1631331,"Foreign body in eyes","Fracture of hand bone"
183.0361,"Road injuries","Fracture of hand bone"
44.14715,"Interpersonal violence","Fracture of hand bone"
566.0645,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
239.8935,"Other exposure to mechanical forces","Fracture of neck of femur"
1847.122,"Falls","Fracture of neck of femur"
85.23685,"Other unintentional injuries","Fracture of neck of femur"
28.63391,"Assault by other means","Fracture of neck of femur"
677.4501,"Drowning","Fracture of neck of femur"
1980.98,"Road injuries","Fracture of neck of femur"
9.929783,"Assault by sharp object","Fracture of neck of femur"
120.0133,"Unintentional firearm injuries","Fracture of neck of femur"
8.233704,"Self-harm","Fracture of neck of femur"
33.85567,"Venomous animal contact","Fracture of neck of femur"
164.1417,"Foreign body in eyes","Fracture of neck of femur"
362.5088,"Exposure to mechanical forces","Fracture of neck of femur"
630.9778,"Motor vehicle road injuries","Fracture of neck of femur"
57.76917,"Interpersonal violence","Fracture of neck of femur"
27.77555,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
20.8866,"Non-venomous animal contact","Fracture of neck of femur"
2.602143,"Unintentional suffocation","Fracture of neck of femur"
68.72912,"Fire, heat, and hot substances","Fracture of neck of femur"
5.065838,"Poisonings","Fracture of neck of femur"
234.2293,"Other transport injuries","Fracture of neck of femur"
72.26727,"Other road injuries","Fracture of neck of femur"
565.6303,"Motorcyclist road injuries","Fracture of neck of femur"
54.74228,"Animal contact","Fracture of neck of femur"
6.45455,"Foreign body in other body part","Fracture of neck of femur"
19.20548,"Assault by firearm","Fracture of neck of femur"
146.04,"Cyclist road injuries","Fracture of neck of femur"
52.03173,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
52.08395,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
8.119445,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
480.65,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
186.3967,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
139.6299,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
2177.64,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
1014.18,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
2.040567,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
846.1559,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
46.7668,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
2343.691,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
113.9674,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
1573.258,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
94.9023,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
106.7351,"Drowning","Fracture of patella, tibia, fibula, or ankle"
2324.646,"Falls","Fracture of patella, tibia, fibula, or ankle"
879.4924,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
4.015741,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
3976.685,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
28.6807,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
954.6027,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
10.86988,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
62.44093,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
172.8754,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
1.317505,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
92.16296,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
1.291062,"Self-harm","Fracture of pelvis"
316.2198,"Other exposure to mechanical forces","Fracture of pelvis"
.5647439,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
14.65857,"Interpersonal violence","Fracture of pelvis"
255.3421,"Motor vehicle road injuries","Fracture of pelvis"
.5036398,"Poisonings","Fracture of pelvis"
94.87054,"Motorcyclist road injuries","Fracture of pelvis"
10.96848,"Drowning","Fracture of pelvis"
10.68629,"Fire, heat, and hot substances","Fracture of pelvis"
6.734978,"Venomous animal contact","Fracture of pelvis"
339.8475,"Exposure to mechanical forces","Fracture of pelvis"
20.73906,"Unintentional firearm injuries","Fracture of pelvis"
28.38132,"Cyclist road injuries","Fracture of pelvis"
.3995166,"Foreign body in other body part","Fracture of pelvis"
112.7794,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
121.8321,"Other unintentional injuries","Fracture of pelvis"
.1560561,"Foreign body in eyes","Fracture of pelvis"
176.7156,"Other transport injuries","Fracture of pelvis"
496.797,"Road injuries","Fracture of pelvis"
17.06345,"Animal contact","Fracture of pelvis"
4.182169,"Assault by firearm","Fracture of pelvis"
1.785305,"Assault by sharp object","Fracture of pelvis"
5.423834,"Other road injuries","Fracture of pelvis"
150.9642,"Falls","Fracture of pelvis"
10.32847,"Non-venomous animal contact","Fracture of pelvis"
2.888725,"Unintentional suffocation","Fracture of pelvis"
8.691094,"Assault by other means","Fracture of pelvis"
2.750663,"Non-venomous animal contact","Fracture of radius or ulna"
.6039219,"Venomous animal contact","Fracture of radius or ulna"
11.21386,"Interpersonal violence","Fracture of radius or ulna"
.5949702,"Foreign body in other body part","Fracture of radius or ulna"
3.115212,"Assault by firearm","Fracture of radius or ulna"
6.291469,"Assault by other means","Fracture of radius or ulna"
43.76853,"Motor vehicle road injuries","Fracture of radius or ulna"
44.90081,"Other unintentional injuries","Fracture of radius or ulna"
135.8937,"Road injuries","Fracture of radius or ulna"
7.652164,"Other road injuries","Fracture of radius or ulna"
.0279258,"Foreign body in eyes","Fracture of radius or ulna"
70.03479,"Other exposure to mechanical forces","Fracture of radius or ulna"
3.354585,"Animal contact","Fracture of radius or ulna"
74.55732,"Exposure to mechanical forces","Fracture of radius or ulna"
48.13534,"Cyclist road injuries","Fracture of radius or ulna"
2.352609,"Unintentional suffocation","Fracture of radius or ulna"
19.66922,"Motorcyclist road injuries","Fracture of radius or ulna"
16.66842,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
63.8376,"Other transport injuries","Fracture of radius or ulna"
1.807179,"Assault by sharp object","Fracture of radius or ulna"
.0974414,"Poisonings","Fracture of radius or ulna"
.2495334,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
.2947889,"Self-harm","Fracture of radius or ulna"
290.1402,"Falls","Fracture of radius or ulna"
1.265451,"Drowning","Fracture of radius or ulna"
2.169911,"Unintentional firearm injuries","Fracture of radius or ulna"
1.587555,"Fire, heat, and hot substances","Fracture of radius or ulna"
3.644294,"Foreign body in other body part","Fracture of skull"
18.0012,"Animal contact","Fracture of skull"
.1957265,"Poisonings","Fracture of skull"
364.204,"Falls","Fracture of skull"
1.472392,"Self-harm","Fracture of skull"
29.76182,"Cyclist road injuries","Fracture of skull"
56.91492,"Other unintentional injuries","Fracture of skull"
.9507161,"Foreign body in eyes","Fracture of skull"
14.7467,"Non-venomous animal contact","Fracture of skull"
50.05773,"Assault by other means","Fracture of skull"
391.3213,"Exposure to mechanical forces","Fracture of skull"
11.24279,"Assault by sharp object","Fracture of skull"
4.3719,"Other road injuries","Fracture of skull"
9.974424,"Unintentional suffocation","Fracture of skull"
526.2123,"Road injuries","Fracture of skull"
152.9895,"Motor vehicle road injuries","Fracture of skull"
69.24713,"Interpersonal violence","Fracture of skull"
192.5711,"Pedestrian road injuries by road vehicle","Fracture of skull"
3.2545,"Venomous animal contact","Fracture of skull"
7.94662,"Assault by firearm","Fracture of skull"
6.810913,"Fire, heat, and hot substances","Fracture of skull"
146.518,"Motorcyclist road injuries","Fracture of skull"
77.91547,"Other transport injuries","Fracture of skull"
11.91841,"Unintentional firearm injuries","Fracture of skull"
369.4285,"Other exposure to mechanical forces","Fracture of skull"
.7191731,"Drowning","Fracture of skull"
.1537537,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
.0002082,"Poisonings","Fracture of sternum or rib(s)"
.0066731,"Drowning","Fracture of sternum or rib(s)"
.0018978,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.006398,"Unintentional suffocation","Fracture of sternum or rib(s)"
.0046392,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
1.235916,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
1.255203,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
.0770081,"Non-venomous animal contact","Fracture of sternum or rib(s)"
.1290111,"Interpersonal violence","Fracture of sternum or rib(s)"
.3131285,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
.0657765,"Other road injuries","Fracture of sternum or rib(s)"
.1744551,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
.0006093,"Assault by firearm","Fracture of sternum or rib(s)"
.6457447,"Other unintentional injuries","Fracture of sternum or rib(s)"
.0078784,"Assault by sharp object","Fracture of sternum or rib(s)"
4.929073,"Falls","Fracture of sternum or rib(s)"
1.864672,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
.0003972,"Foreign body in other body part","Fracture of sternum or rib(s)"
.0778193,"Animal contact","Fracture of sternum or rib(s)"
.0128899,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.723402,"Cyclist road injuries","Fracture of sternum or rib(s)"
3.141434,"Road injuries","Fracture of sternum or rib(s)"
.1205233,"Assault by other means","Fracture of sternum or rib(s)"
.0000669,"Foreign body in eyes","Fracture of sternum or rib(s)"
.6754094,"Other transport injuries","Fracture of sternum or rib(s)"
.0008112,"Venomous animal contact","Fracture of sternum or rib(s)"
.0013549,"Self-harm","Fracture of sternum or rib(s)"
26.73526,"Non-venomous animal contact","Fracture of vertebral column"
2.384806,"Foreign body in other body part","Fracture of vertebral column"
26.24845,"Assault by other means","Fracture of vertebral column"
5.539329,"Assault by sharp object","Fracture of vertebral column"
47.02652,"Interpersonal violence","Fracture of vertebral column"
321.8209,"Cyclist road injuries","Fracture of vertebral column"
86.98994,"Unintentional firearm injuries","Fracture of vertebral column"
.3448448,"Foreign body in eyes","Fracture of vertebral column"
1455.66,"Exposure to mechanical forces","Fracture of vertebral column"
109.8854,"Motorcyclist road injuries","Fracture of vertebral column"
266.5059,"Pedestrian road injuries by road vehicle","Fracture of vertebral column"
1065.355,"Road injuries","Fracture of vertebral column"
.6442643,"Poisonings","Fracture of vertebral column"
30.88213,"Animal contact","Fracture of vertebral column"
272.5111,"Other transport injuries","Fracture of vertebral column"
1.260091,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
32.21636,"Fire, heat, and hot substances","Fracture of vertebral column"
16.49718,"Drowning","Fracture of vertebral column"
360.5835,"Motor vehicle road injuries","Fracture of vertebral column"
3.417154,"Self-harm","Fracture of vertebral column"
703.3206,"Falls","Fracture of vertebral column"
1517.345,"Other unintentional injuries","Fracture of vertebral column"
6.559338,"Other road injuries","Fracture of vertebral column"
15.23873,"Assault by firearm","Fracture of vertebral column"
37.39637,"Unintentional suffocation","Fracture of vertebral column"
1331.273,"Other exposure to mechanical forces","Fracture of vertebral column"
4.146874,"Venomous animal contact","Fracture of vertebral column"
38.86899,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
53.17753,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
12.99201,"Assault by sharp object","Fracture of femur, other than femoral neck"
42.34158,"Drowning","Fracture of femur, other than femoral neck"
1568.373,"Road injuries","Fracture of femur, other than femoral neck"
690.2659,"Motor vehicle road injuries","Fracture of femur, other than femoral neck"
1735.195,"Exposure to mechanical forces","Fracture of femur, other than femoral neck"
84.7487,"Cyclist road injuries","Fracture of femur, other than femoral neck"
1.594396,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
9.061462,"Foreign body in other body part","Fracture of femur, other than femoral neck"
411.0861,"Motorcyclist road injuries","Fracture of femur, other than femoral neck"
368.6043,"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck"
256.7159,"Other unintentional injuries","Fracture of femur, other than femoral neck"
51.97509,"Assault by other means","Fracture of femur, other than femoral neck"
59.22751,"Non-venomous animal contact","Fracture of femur, other than femoral neck"
79.3762,"Interpersonal violence","Fracture of femur, other than femoral neck"
14.4091,"Assault by firearm","Fracture of femur, other than femoral neck"
.8937972,"Poisonings","Fracture of femur, other than femoral neck"
3.071192,"Self-harm","Fracture of femur, other than femoral neck"
17.42932,"Unintentional suffocation","Fracture of femur, other than femoral neck"
13.66805,"Other road injuries","Fracture of femur, other than femoral neck"
78.00917,"Animal contact","Fracture of femur, other than femoral neck"
18.78165,"Venomous animal contact","Fracture of femur, other than femoral neck"
.4805916,"Foreign body in eyes","Fracture of femur, other than femoral neck"
818.178,"Falls","Fracture of femur, other than femoral neck"
1664.588,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck"
152.369,"Other transport injuries","Fracture of femur, other than femoral neck"
52.11635,"Assault by other means","Minor traumatic brain injury"
5.659255,"Unintentional firearm injuries","Minor traumatic brain injury"
64.40635,"Other transport injuries","Minor traumatic brain injury"
1.987364,"Unintentional suffocation","Minor traumatic brain injury"
1.327171,"Self-harm","Minor traumatic brain injury"
55.9519,"Other unintentional injuries","Minor traumatic brain injury"
5.404028,"Drowning","Minor traumatic brain injury"
17.82078,"Animal contact","Minor traumatic brain injury"
175.7104,"Falls","Minor traumatic brain injury"
10.99796,"Fire, heat, and hot substances","Minor traumatic brain injury"
4.215343,"Other road injuries","Minor traumatic brain injury"
287.2974,"Other exposure to mechanical forces","Minor traumatic brain injury"
5.061871,"Venomous animal contact","Minor traumatic brain injury"
62.09901,"Motorcyclist road injuries","Minor traumatic brain injury"
81.59958,"Pedestrian road injuries by road vehicle","Minor traumatic brain injury"
4.551351,"Assault by firearm","Minor traumatic brain injury"
.2077453,"Foreign body in eyes","Minor traumatic brain injury"
60.68904,"Interpersonal violence","Minor traumatic brain injury"
.7185067,"Poisonings","Minor traumatic brain injury"
63.6528,"Cyclist road injuries","Minor traumatic brain injury"
4.02132,"Assault by sharp object","Minor traumatic brain injury"
12.7589,"Non-venomous animal contact","Minor traumatic brain injury"
386.4522,"Road injuries","Minor traumatic brain injury"
.2886795,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury"
.5799223,"Foreign body in other body part","Minor traumatic brain injury"
174.8854,"Motor vehicle road injuries","Minor traumatic brain injury"
294.9439,"Exposure to mechanical forces","Minor traumatic brain injury"
13.39766,"Unintentional suffocation","Moderate to severe traumatic brain injury"
430.8485,"Exposure to mechanical forces","Moderate to severe traumatic brain injury"
722.2002,"Motor vehicle road injuries","Moderate to severe traumatic brain injury"
34.04987,"Other road injuries","Moderate to severe traumatic brain injury"
230.3357,"Cyclist road injuries","Moderate to severe traumatic brain injury"
14.9168,"Unintentional firearm injuries","Moderate to severe traumatic brain injury"
91.28872,"Animal contact","Moderate to severe traumatic brain injury"
72.88448,"Other unintentional injuries","Moderate to severe traumatic brain injury"
574.198,"Pedestrian road injuries by road vehicle","Moderate to severe traumatic brain injury"
2101.247,"Road injuries","Moderate to severe traumatic brain injury"
41.4696,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury"
540.4631,"Motorcyclist road injuries","Moderate to severe traumatic brain injury"
88.78829,"Foreign body in eyes","Moderate to severe traumatic brain injury"
116.9004,"Interpersonal violence","Moderate to severe traumatic brain injury"
6.016025,"Assault by firearm","Moderate to severe traumatic brain injury"
9.575977,"Self-harm","Moderate to severe traumatic brain injury"
2.446524,"Poisonings","Moderate to severe traumatic brain injury"
105.3473,"Other transport injuries","Moderate to severe traumatic brain injury"
