value,source,target
7.95753,"Animal contact","Dislocation of knee"
17.81588,"Pedestrian road injuries by road vehicle","Dislocation of knee"
213.932,"Road injuries","Dislocation of shoulder"
.2008245,"Assault by firearm","Dislocation of shoulder"
6.390952,"Unintentional firearm injuries","Dislocation of shoulder"
5.511465,"Pulmonary aspiration and foreign body in airway","Dislocation of shoulder"
43.53484,"Animal contact","Dislocation of shoulder"
50.48759,"Motor vehicle road injuries","Dislocation of shoulder"
.0875098,"Foreign body in eyes","Dislocation of shoulder"
4.117545,"Poisonings","Dislocation of shoulder"
42.37086,"Fire, heat, and hot substances","Dislocation of shoulder"
35.56249,"Other transport injuries","Dislocation of shoulder"
400.6593,"Falls","Dislocation of shoulder"
7.890215,"Other road injuries","Dislocation of shoulder"
36.71355,"Pedestrian road injuries by road vehicle","Dislocation of shoulder"
2.543173,"Assault by sharp object","Dislocation of shoulder"
35.1595,"Cyclist road injuries","Dislocation of shoulder"
106.3262,"Exposure to mechanical forces","Dislocation of shoulder"
25.02588,"Non-venomous animal contact","Dislocation of shoulder"
.2394038,"Foreign body in other body part","Dislocation of shoulder"
9.86918,"Interpersonal violence","Dislocation of shoulder"
98.88519,"Other exposure to mechanical forces","Dislocation of shoulder"
35.52032,"Other unintentional injuries","Dislocation of shoulder"
82.55934,"Drowning","Dislocation of shoulder"
18.50895,"Venomous animal contact","Dislocation of shoulder"
83.68114,"Motorcyclist road injuries","Dislocation of shoulder"
1.997007,"Self-harm","Dislocation of shoulder"
1.050043,"Unintentional suffocation","Dislocation of shoulder"
7.125182,"Assault by other means","Dislocation of shoulder"
.2667601,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations"
8.34759,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations"
2.060247,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations"
32.41547,"Other unintentional injuries","Other injuries of muscle & tendon and other dislocations"
1.061903,"Unintentional suffocation","Other injuries of muscle & tendon and other dislocations"
20.28939,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations"
15.87441,"Other transport injuries","Other injuries of muscle & tendon and other dislocations"
273.2496,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
13.93699,"Interpersonal violence","Other injuries of muscle & tendon and other dislocations"
54.21577,"Motor vehicle road injuries","Other injuries of muscle & tendon and other dislocations"
72.41644,"Motorcyclist road injuries","Other injuries of muscle & tendon and other dislocations"
3.888448,"Self-harm","Other injuries of muscle & tendon and other dislocations"
281.3289,"Exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
257.0773,"Falls","Other injuries of muscle & tendon and other dislocations"
205.8611,"Road injuries","Other injuries of muscle & tendon and other dislocations"
.9658003,"Assault by firearm","Other injuries of muscle & tendon and other dislocations"
16.43362,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations"
.4729918,"Poisonings","Other injuries of muscle & tendon and other dislocations"
7.017447,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations"
21.62863,"Animal contact","Other injuries of muscle & tendon and other dislocations"
3.5546,"Other road injuries","Other injuries of muscle & tendon and other dislocations"
59.24065,"Pedestrian road injuries by road vehicle","Other injuries of muscle & tendon and other dislocations"
4.6236,"Assault by other means","Other injuries of muscle & tendon and other dislocations"
4.70037,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations"
10.06412,"Non-venomous animal contact","Other injuries of muscle & tendon and other dislocations"
17.63504,"Drowning","Other injuries of muscle & tendon and other dislocations"
11.56451,"Venomous animal contact","Other injuries of muscle & tendon and other dislocations"
47.33286,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus"
2.7039,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus"
195.8027,"Falls","Fracture of clavicle, scapula, or humerus"
.029762,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus"
.1950103,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
2.046764,"Venomous animal contact","Fracture of clavicle, scapula, or humerus"
24.60027,"Other transport injuries","Fracture of clavicle, scapula, or humerus"
.1824151,"Poisonings","Fracture of clavicle, scapula, or humerus"
8.814617,"Interpersonal violence","Fracture of clavicle, scapula, or humerus"
.8605697,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
6.612332,"Drowning","Fracture of clavicle, scapula, or humerus"
4.20604,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
2.290691,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
2.848381,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
4.537206,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
.2703934,"Self-harm","Fracture of clavicle, scapula, or humerus"
4.750664,"Animal contact","Fracture of clavicle, scapula, or humerus"
212.212,"Exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
37.32724,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus"
165.989,"Road injuries","Fracture of clavicle, scapula, or humerus"
.2416085,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
29.97977,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus"
50.23308,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus"
5.105668,"Assault by other means","Fracture of clavicle, scapula, or humerus"
4.186901,"Other road injuries","Fracture of clavicle, scapula, or humerus"
205.7153,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
47.1622,"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus"
2.947224,"Animal contact","Fracture of face bone"
18.67794,"Exposure to mechanical forces","Fracture of face bone"
.0378727,"Foreign body in eyes","Fracture of face bone"
11.63491,"Motorcyclist road injuries","Fracture of face bone"
.3755184,"Other road injuries","Fracture of face bone"
.335988,"Foreign body in other body part","Fracture of face bone"
17.83006,"Other exposure to mechanical forces","Fracture of face bone"
2.93219,"Other unintentional injuries","Fracture of face bone"
5.77802,"Assault by other means","Fracture of face bone"
.0405558,"Unintentional suffocation","Fracture of face bone"
6.746758,"Interpersonal violence","Fracture of face bone"
.2040824,"Self-harm","Fracture of face bone"
21.1001,"Falls","Fracture of face bone"
.4941082,"Assault by sharp object","Fracture of face bone"
4.030428,"Cyclist road injuries","Fracture of face bone"
1.281546,"Drowning","Fracture of face bone"
7.98095,"Pedestrian road injuries by road vehicle","Fracture of face bone"
.0992729,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
.0748334,"Poisonings","Fracture of face bone"
.5976205,"Venomous animal contact","Fracture of face bone"
2.349603,"Non-venomous animal contact","Fracture of face bone"
33.25745,"Road injuries","Fracture of face bone"
.4746287,"Assault by firearm","Fracture of face bone"
2.452995,"Fire, heat, and hot substances","Fracture of face bone"
.8073264,"Unintentional firearm injuries","Fracture of face bone"
6.030136,"Other transport injuries","Fracture of face bone"
9.235637,"Motor vehicle road injuries","Fracture of face bone"
8.207235,"Fire, heat, and hot substances","Fracture of foot bone"
.2851473,"Unintentional suffocation","Fracture of foot bone"
6.855345,"Unintentional firearm injuries","Fracture of foot bone"
178.1317,"Falls","Fracture of foot bone"
25.48339,"Other unintentional injuries","Fracture of foot bone"
.2038706,"Poisonings","Fracture of foot bone"
12.95176,"Drowning","Fracture of foot bone"
1.319916,"Self-harm","Fracture of foot bone"
21.05484,"Other transport injuries","Fracture of foot bone"
8.302629,"Cyclist road injuries","Fracture of foot bone"
5.31406,"Interpersonal violence","Fracture of foot bone"
109.4568,"Other exposure to mechanical forces","Fracture of foot bone"
66.33474,"Motorcyclist road injuries","Fracture of foot bone"
1.733755,"Assault by firearm","Fracture of foot bone"
.3208237,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
23.75425,"Motor vehicle road injuries","Fracture of foot bone"
38.78412,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
6.873268,"Animal contact","Fracture of foot bone"
2.051283,"Assault by other means","Fracture of foot bone"
1.529021,"Assault by sharp object","Fracture of foot bone"
4.140516,"Non-venomous animal contact","Fracture of foot bone"
1.099815,"Foreign body in other body part","Fracture of foot bone"
138.7711,"Road injuries","Fracture of foot bone"
116.5973,"Exposure to mechanical forces","Fracture of foot bone"
2.732751,"Venomous animal contact","Fracture of foot bone"
.2088064,"Foreign body in eyes","Fracture of foot bone"
1.595434,"Other road injuries","Fracture of foot bone"
17.47185,"Non-venomous animal contact","Fracture of hand bone"
.3499026,"Poisonings","Fracture of hand bone"
8.573178,"Assault by sharp object","Fracture of hand bone"
3.365392,"Self-harm","Fracture of hand bone"
293.5972,"Falls","Fracture of hand bone"
62.34038,"Motor vehicle road injuries","Fracture of hand bone"
6.165884,"Foreign body in other body part","Fracture of hand bone"
.569485,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
26.05045,"Animal contact","Fracture of hand bone"
72.47383,"Motorcyclist road injuries","Fracture of hand bone"
50.51289,"Interpersonal violence","Fracture of hand bone"
223.7836,"Road injuries","Fracture of hand bone"
13.71651,"Unintentional suffocation","Fracture of hand bone"
.2175564,"Foreign body in eyes","Fracture of hand bone"
2519.601,"Other exposure to mechanical forces","Fracture of hand bone"
129.0716,"Other transport injuries","Fracture of hand bone"
38.42707,"Assault by other means","Fracture of hand bone"
42.8511,"Cyclist road injuries","Fracture of hand bone"
340.8024,"Other unintentional injuries","Fracture of hand bone"
29.93888,"Unintentional firearm injuries","Fracture of hand bone"
2563.257,"Exposure to mechanical forces","Fracture of hand bone"
17.39451,"Fire, heat, and hot substances","Fracture of hand bone"
11.79113,"Drowning","Fracture of hand bone"
42.71358,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
3.512644,"Assault by firearm","Fracture of hand bone"
3.404717,"Other road injuries","Fracture of hand bone"
8.578587,"Venomous animal contact","Fracture of hand bone"
1913.193,"Falls","Fracture of neck of femur"
5.233722,"Self-harm","Fracture of neck of femur"
208.9858,"Other transport injuries","Fracture of neck of femur"
6.954072,"Foreign body in other body part","Fracture of neck of femur"
3.144319,"Unintentional suffocation","Fracture of neck of femur"
24.03011,"Assault by other means","Fracture of neck of femur"
544.0297,"Motorcyclist road injuries","Fracture of neck of femur"
33.4954,"Animal contact","Fracture of neck of femur"
611.9986,"Drowning","Fracture of neck of femur"
13.33233,"Non-venomous animal contact","Fracture of neck of femur"
628.804,"Motor vehicle road injuries","Fracture of neck of femur"
10.33807,"Assault by sharp object","Fracture of neck of femur"
4.235318,"Foreign body in eyes","Fracture of neck of femur"
24.95094,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
73.26817,"Other road injuries","Fracture of neck of femur"
4.472628,"Poisonings","Fracture of neck of femur"
131.0922,"Unintentional firearm injuries","Fracture of neck of femur"
2016.952,"Road injuries","Fracture of neck of femur"
78.68185,"Other unintentional injuries","Fracture of neck of femur"
16.94879,"Assault by firearm","Fracture of neck of femur"
57.944,"Fire, heat, and hot substances","Fracture of neck of femur"
382.8092,"Exposure to mechanical forces","Fracture of neck of femur"
622.5971,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
148.2529,"Cyclist road injuries","Fracture of neck of femur"
51.31696,"Interpersonal violence","Fracture of neck of femur"
20.16306,"Venomous animal contact","Fracture of neck of femur"
248.5727,"Other exposure to mechanical forces","Fracture of neck of femur"
5.168314,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
2833.632,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
215.309,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
2.4873,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
62.88259,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
112.5545,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
144.3314,"Drowning","Fracture of patella, tibia, fibula, or ankle"
140.2674,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
151.685,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
74.53475,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
616.034,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
34.91076,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
39.8719,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
3104.27,"Falls","Fracture of patella, tibia, fibula, or ankle"
3058.667,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
1093.909,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
10.6501,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
1064.942,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
1.767307,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
2040.023,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
10.83102,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
1273.632,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
73.34956,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
93.44537,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
5128.38,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
105.3566,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
1124.157,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
.20404,"Foreign body in eyes","Fracture of pelvis"
.6239491,"Poisonings","Fracture of pelvis"
618.6171,"Road injuries","Fracture of pelvis"
7.636648,"Non-venomous animal contact","Fracture of pelvis"
.529632,"Foreign body in other body part","Fracture of pelvis"
206.5136,"Falls","Fracture of pelvis"
.5933046,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
452.386,"Exposure to mechanical forces","Fracture of pelvis"
10.42099,"Assault by other means","Fracture of pelvis"
189.4891,"Other transport injuries","Fracture of pelvis"
316.9362,"Motor vehicle road injuries","Fracture of pelvis"
12.39108,"Animal contact","Fracture of pelvis"
1.303734,"Self-harm","Fracture of pelvis"
149.2845,"Other unintentional injuries","Fracture of pelvis"
420.2666,"Other exposure to mechanical forces","Fracture of pelvis"
2.45924,"Assault by sharp object","Fracture of pelvis"
4.809006,"Assault by firearm","Fracture of pelvis"
28.02799,"Unintentional firearm injuries","Fracture of pelvis"
11.37788,"Drowning","Fracture of pelvis"
4.754431,"Venomous animal contact","Fracture of pelvis"
17.68924,"Interpersonal violence","Fracture of pelvis"
146.7192,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
6.310033,"Other road injuries","Fracture of pelvis"
10.5402,"Fire, heat, and hot substances","Fracture of pelvis"
4.091409,"Unintentional suffocation","Fracture of pelvis"
114.62,"Motorcyclist road injuries","Fracture of pelvis"
34.03149,"Cyclist road injuries","Fracture of pelvis"
.157007,"Poisonings","Fracture of radius or ulna"
3.797166,"Assault by firearm","Fracture of radius or ulna"
13.73067,"Interpersonal violence","Fracture of radius or ulna"
65.3238,"Cyclist road injuries","Fracture of radius or ulna"
103.1265,"Other exposure to mechanical forces","Fracture of radius or ulna"
23.32453,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
1.746906,"Drowning","Fracture of radius or ulna"
185.9557,"Road injuries","Fracture of radius or ulna"
2.185531,"Assault by sharp object","Fracture of radius or ulna"
.2983614,"Self-harm","Fracture of radius or ulna"
110.2272,"Exposure to mechanical forces","Fracture of radius or ulna"
3.059079,"Unintentional firearm injuries","Fracture of radius or ulna"
9.611579,"Other road injuries","Fracture of radius or ulna"
.0414273,"Foreign body in eyes","Fracture of radius or ulna"
27.786,"Motorcyclist road injuries","Fracture of radius or ulna"
74.22041,"Other transport injuries","Fracture of radius or ulna"
1.717619,"Fire, heat, and hot substances","Fracture of radius or ulna"
.5626585,"Venomous animal contact","Fracture of radius or ulna"
3.60983,"Animal contact","Fracture of radius or ulna"
3.047171,"Non-venomous animal contact","Fracture of radius or ulna"
.8251957,"Foreign body in other body part","Fracture of radius or ulna"
59.9098,"Motor vehicle road injuries","Fracture of radius or ulna"
54.83116,"Other unintentional injuries","Fracture of radius or ulna"
421.3732,"Falls","Fracture of radius or ulna"
4.041661,"Unintentional suffocation","Fracture of radius or ulna"
7.747972,"Assault by other means","Fracture of radius or ulna"
.3588511,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
459.9391,"Other exposure to mechanical forces","Fracture of skull"
253.9184,"Pedestrian road injuries by road vehicle","Fracture of skull"
173.1208,"Motorcyclist road injuries","Fracture of skull"
5.110475,"Foreign body in other body part","Fracture of skull"
60.4559,"Assault by other means","Fracture of skull"
14.75797,"Assault by sharp object","Fracture of skull"
6.550285,"Fire, heat, and hot substances","Fracture of skull"
34.86527,"Cyclist road injuries","Fracture of skull"
670.4128,"Road injuries","Fracture of skull"
203.3123,"Motor vehicle road injuries","Fracture of skull"
1.358991,"Foreign body in eyes","Fracture of skull"
84.42307,"Interpersonal violence","Fracture of skull"
12.88672,"Unintentional suffocation","Fracture of skull"
9.209183,"Assault by firearm","Fracture of skull"
12.47801,"Animal contact","Fracture of skull"
488.343,"Exposure to mechanical forces","Fracture of skull"
457.1248,"Falls","Fracture of skull"
5.195995,"Other road injuries","Fracture of skull"
.210981,"Poisonings","Fracture of skull"
.1622731,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
77.74712,"Other transport injuries","Fracture of skull"
.736194,"Drowning","Fracture of skull"
10.23994,"Non-venomous animal contact","Fracture of skull"
62.71762,"Other unintentional injuries","Fracture of skull"
2.238072,"Venomous animal contact","Fracture of skull"
15.51713,"Unintentional firearm injuries","Fracture of skull"
1.522373,"Self-harm","Fracture of skull"
.2403295,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
1.091097,"Cyclist road injuries","Fracture of sternum or rib(s)"
7.704813,"Falls","Fracture of sternum or rib(s)"
.0015326,"Self-harm","Fracture of sternum or rib(s)"
.0007379,"Assault by firearm","Fracture of sternum or rib(s)"
.0109854,"Unintentional suffocation","Fracture of sternum or rib(s)"
.0092225,"Drowning","Fracture of sternum or rib(s)"
.0789663,"Other road injuries","Fracture of sternum or rib(s)"
.0094059,"Assault by sharp object","Fracture of sternum or rib(s)"
.8886071,"Other unintentional injuries","Fracture of sternum or rib(s)"
.4675639,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
.0877871,"Animal contact","Fracture of sternum or rib(s)"
.0003367,"Poisonings","Fracture of sternum or rib(s)"
.0028826,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.1439462,"Assault by other means","Fracture of sternum or rib(s)"
.0000941,"Foreign body in eyes","Fracture of sternum or rib(s)"
.0194182,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.0007569,"Venomous animal contact","Fracture of sternum or rib(s)"
.0005663,"Foreign body in other body part","Fracture of sternum or rib(s)"
.0056865,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
2.650882,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
1.823989,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
1.854393,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
.0870303,"Non-venomous animal contact","Fracture of sternum or rib(s)"
.7866851,"Other transport injuries","Fracture of sternum or rib(s)"
4.528838,"Road injuries","Fracture of sternum or rib(s)"
.1540901,"Interpersonal violence","Fracture of sternum or rib(s)"
.4619551,"Foreign body in eyes","Fracture of vertebral column"
58.16557,"Interpersonal violence","Fracture of vertebral column"
32.53433,"Assault by other means","Fracture of vertebral column"
19.26138,"Non-venomous animal contact","Fracture of vertebral column"
358.2611,"Pedestrian road injuries by road vehicle","Fracture of vertebral column"
2.898983,"Venomous animal contact","Fracture of vertebral column"
1.321919,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
432.076,"Cyclist road injuries","Fracture of vertebral column"
945.1497,"Falls","Fracture of vertebral column"
1383.529,"Road injuries","Fracture of vertebral column"
1725.59,"Other exposure to mechanical forces","Fracture of vertebral column"
18.40207,"Assault by firearm","Fracture of vertebral column"
1783.129,"Other unintentional injuries","Fracture of vertebral column"
17.43305,"Drowning","Fracture of vertebral column"
54.3519,"Unintentional suffocation","Fracture of vertebral column"
22.16037,"Animal contact","Fracture of vertebral column"
1895.03,"Exposure to mechanical forces","Fracture of vertebral column"
132.9055,"Motorcyclist road injuries","Fracture of vertebral column"
115.0878,"Unintentional firearm injuries","Fracture of vertebral column"
3.342838,"Self-harm","Fracture of vertebral column"
7.229179,"Assault by sharp object","Fracture of vertebral column"
3.074166,"Foreign body in other body part","Fracture of vertebral column"
.7054408,"Poisonings","Fracture of vertebral column"
306.8362,"Other transport injuries","Fracture of vertebral column"
7.676363,"Other road injuries","Fracture of vertebral column"
32.45819,"Fire, heat, and hot substances","Fracture of vertebral column"
452.6101,"Motor vehicle road injuries","Fracture of vertebral column"
942.8199,"Motor vehicle road injuries","Fracture of femur, other than femoral neck"
40.33752,"Non-venomous animal contact","Fracture of femur, other than femoral neck"
17.08771,"Assault by sharp object","Fracture of femur, other than femoral neck"
499.9398,"Motorcyclist road injuries","Fracture of femur, other than femoral neck"
13.17896,"Venomous animal contact","Fracture of femur, other than femoral neck"
154.3291,"Other transport injuries","Fracture of femur, other than femoral neck"
.6583741,"Foreign body in eyes","Fracture of femur, other than femoral neck"
2036.596,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck"
21.86657,"Unintentional suffocation","Fracture of femur, other than femoral neck"
482.1086,"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck"
1045.484,"Falls","Fracture of femur, other than femoral neck"
17.24448,"Assault by firearm","Fracture of femur, other than femoral neck"
16.65012,"Other road injuries","Fracture of femur, other than femoral neck"
1.932408,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
12.37775,"Foreign body in other body part","Fracture of femur, other than femoral neck"
104.1221,"Cyclist road injuries","Fracture of femur, other than femoral neck"
2045.641,"Road injuries","Fracture of femur, other than femoral neck"
53.33161,"Drowning","Fracture of femur, other than femoral neck"
39.08846,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
2.95876,"Self-harm","Fracture of femur, other than femoral neck"
2128.269,"Exposure to mechanical forces","Fracture of femur, other than femoral neck"
53.36362,"Assault by other means","Fracture of femur, other than femoral neck"
69.80608,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
53.51649,"Animal contact","Fracture of femur, other than femoral neck"
87.6958,"Interpersonal violence","Fracture of femur, other than femoral neck"
1.113511,"Poisonings","Fracture of femur, other than femoral neck"
276.4747,"Other unintentional injuries","Fracture of femur, other than femoral neck"
63.67875,"Other unintentional injuries","Minor traumatic brain injury"
66.69141,"Other transport injuries","Minor traumatic brain injury"
2.707366,"Unintentional suffocation","Minor traumatic brain injury"
71.24685,"Interpersonal violence","Minor traumatic brain injury"
10.89034,"Fire, heat, and hot substances","Minor traumatic brain injury"
3.590235,"Venomous animal contact","Minor traumatic brain injury"
59.84155,"Assault by other means","Minor traumatic brain injury"
12.727,"Animal contact","Minor traumatic brain injury"
202.2598,"Motor vehicle road injuries","Minor traumatic brain injury"
7.294312,"Unintentional firearm injuries","Minor traumatic brain injury"
5.473876,"Assault by sharp object","Minor traumatic brain injury"
.3328367,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury"
77.75953,"Cyclist road injuries","Minor traumatic brain injury"
5.931432,"Assault by firearm","Minor traumatic brain injury"
5.070895,"Other road injuries","Minor traumatic brain injury"
345.4541,"Other exposure to mechanical forces","Minor traumatic brain injury"
6.622485,"Drowning","Minor traumatic brain injury"
9.136765,"Non-venomous animal contact","Minor traumatic brain injury"
.8850621,"Poisonings","Minor traumatic brain injury"
464.1675,"Road injuries","Minor traumatic brain injury"
.2848759,"Foreign body in eyes","Minor traumatic brain injury"
355.4558,"Exposure to mechanical forces","Minor traumatic brain injury"
.7999454,"Foreign body in other body part","Minor traumatic brain injury"
1.304107,"Self-harm","Minor traumatic brain injury"
104.4599,"Pedestrian road injuries by road vehicle","Minor traumatic brain injury"
212.2302,"Falls","Minor traumatic brain injury"
74.61729,"Motorcyclist road injuries","Minor traumatic brain injury"
7.437642,"Assault by firearm","Moderate to severe traumatic brain injury"
790.9424,"Pedestrian road injuries by road vehicle","Moderate to severe traumatic brain injury"
115.3432,"Assault by other means","Moderate to severe traumatic brain injury"
43.05526,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury"
15.04833,"Venomous animal contact","Moderate to severe traumatic brain injury"
3.318827,"Foreign body in other body part","Moderate to severe traumatic brain injury"
31.38789,"Drowning","Moderate to severe traumatic brain injury"
1009.862,"Motor vehicle road injuries","Moderate to severe traumatic brain injury"
143.1027,"Interpersonal violence","Moderate to severe traumatic brain injury"
62.76148,"Animal contact","Moderate to severe traumatic brain injury"
670.8385,"Motorcyclist road injuries","Moderate to severe traumatic brain injury"
1795.649,"Falls","Moderate to severe traumatic brain injury"
9.533098,"Self-harm","Moderate to severe traumatic brain injury"
2815.578,"Road injuries","Moderate to severe traumatic brain injury"
42.07796,"Other road injuries","Moderate to severe traumatic brain injury"
19.62178,"Unintentional firearm injuries","Moderate to severe traumatic brain injury"
3.17338,"Poisonings","Moderate to severe traumatic brain injury"
85.97252,"Other unintentional injuries","Moderate to severe traumatic brain injury"
568.5557,"Exposure to mechanical forces","Moderate to severe traumatic brain injury"
