value,source,target
1.416337,"Cyclist road injuries","Fracture of face bone"
.0443271,"Self-harm","Fracture of face bone"
.7658334,"Non-venomous animal contact","Fracture of face bone"
2.513344,"Other transport injuries","Fracture of face bone"
1.567405,"Interpersonal violence","Fracture of face bone"
3.435336,"Pedestrian road injuries by road vehicle","Fracture of face bone"
.1013369,"Assault by sharp object","Fracture of face bone"
11.39422,"Falls","Fracture of face bone"
.0226127,"Poisonings","Fracture of face bone"
2.296609,"Motorcyclist road injuries","Fracture of face bone"
.0795949,"Foreign body in other body part","Fracture of face bone"
.0376433,"Unintentional suffocation","Fracture of face bone"
.0184453,"Foreign body in eyes","Fracture of face bone"
.6039848,"Unintentional firearm injuries","Fracture of face bone"
.5364319,"Drowning","Fracture of face bone"
.0432941,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
.9985386,"Animal contact","Fracture of face bone"
.1270642,"Assault by firearm","Fracture of face bone"
11.53553,"Road injuries","Fracture of face bone"
1.339004,"Assault by other means","Fracture of face bone"
1.929014,"Fire, heat, and hot substances","Fracture of face bone"
4.251267,"Motor vehicle road injuries","Fracture of face bone"
.1359831,"Other road injuries","Fracture of face bone"
5.740894,"Exposure to mechanical forces","Fracture of face bone"
.4348437,"Assault by firearm","Fracture of foot bone"
.4733953,"Assault by sharp object","Fracture of foot bone"
38.13442,"Other exposure to mechanical forces","Fracture of foot bone"
.2061488,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
1.850224,"Interpersonal violence","Fracture of foot bone"
.4178874,"Self-harm","Fracture of foot bone"
24.12943,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
.303581,"Foreign body in other body part","Fracture of foot bone"
4.387286,"Cyclist road injuries","Fracture of foot bone"
.1764238,"Foreign body in eyes","Fracture of foot bone"
10.44953,"Other transport injuries","Fracture of foot bone"
99.63944,"Falls","Fracture of foot bone"
18.69561,"Motor vehicle road injuries","Fracture of foot bone"
3.294694,"Unintentional firearm injuries","Fracture of foot bone"
14.40893,"Motorcyclist road injuries","Fracture of foot bone"
.1119741,"Poisonings","Fracture of foot bone"
.7423106,"Venomous animal contact","Fracture of foot bone"
41.56506,"Exposure to mechanical forces","Fracture of foot bone"
7.599309,"Fire, heat, and hot substances","Fracture of foot bone"
24.23859,"Other unintentional injuries","Fracture of foot bone"
62.20205,"Road injuries","Fracture of foot bone"
3.433106,"Animal contact","Fracture of foot bone"
2.690794,"Non-venomous animal contact","Fracture of foot bone"
.9419851,"Assault by other means","Fracture of foot bone"
.1359525,"Unintentional suffocation","Fracture of foot bone"
.5807989,"Other road injuries","Fracture of foot bone"
4.741223,"Drowning","Fracture of foot bone"
18.51371,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
1.340957,"Other road injuries","Fracture of hand bone"
721.7128,"Exposure to mechanical forces","Fracture of hand bone"
13.12885,"Fire, heat, and hot substances","Fracture of hand bone"
14.65281,"Assault by other means","Fracture of hand bone"
185.2817,"Falls","Fracture of hand bone"
.3914888,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
1.996552,"Assault by sharp object","Fracture of hand bone"
18.0045,"Interpersonal violence","Fracture of hand bone"
13.84489,"Animal contact","Fracture of hand bone"
11.16919,"Unintentional suffocation","Fracture of hand bone"
1.355127,"Assault by firearm","Fracture of hand bone"
21.33505,"Unintentional firearm injuries","Fracture of hand bone"
64.22878,"Other transport injuries","Fracture of hand bone"
.1081629,"Foreign body in eyes","Fracture of hand bone"
83.67708,"Other unintentional injuries","Fracture of hand bone"
4.199065,"Venomous animal contact","Fracture of hand bone"
689.2084,"Other exposure to mechanical forces","Fracture of hand bone"
19.56643,"Cyclist road injuries","Fracture of hand bone"
1.350157,"Foreign body in other body part","Fracture of hand bone"
9.645824,"Non-venomous animal contact","Fracture of hand bone"
30.40431,"Motor vehicle road injuries","Fracture of hand bone"
.6307982,"Self-harm","Fracture of hand bone"
85.98501,"Road injuries","Fracture of hand bone"
16.15959,"Motorcyclist road injuries","Fracture of hand bone"
.1231112,"Poisonings","Fracture of hand bone"
6.981767,"Drowning","Fracture of hand bone"
886.9262,"Road injuries","Fracture of neck of femur"
3.770909,"Assault by firearm","Fracture of neck of femur"
186.8095,"Other transport injuries","Fracture of neck of femur"
104.8521,"Other exposure to mechanical forces","Fracture of neck of femur"
22.57831,"Animal contact","Fracture of neck of femur"
16.3916,"Venomous animal contact","Fracture of neck of femur"
48.376,"Other road injuries","Fracture of neck of femur"
193.705,"Exposure to mechanical forces","Fracture of neck of femur"
5.457217,"Foreign body in eyes","Fracture of neck of femur"
3.25878,"Self-harm","Fracture of neck of femur"
86.63383,"Unintentional firearm injuries","Fracture of neck of femur"
50.81442,"Cyclist road injuries","Fracture of neck of femur"
441.7192,"Drowning","Fracture of neck of femur"
16.75457,"Assault by other means","Fracture of neck of femur"
6.186718,"Non-venomous animal contact","Fracture of neck of femur"
1953.646,"Falls","Fracture of neck of femur"
4.3473,"Foreign body in other body part","Fracture of neck of femur"
2.219001,"Unintentional suffocation","Fracture of neck of femur"
27.82401,"Interpersonal violence","Fracture of neck of femur"
7.298532,"Assault by sharp object","Fracture of neck of femur"
337.2699,"Motor vehicle road injuries","Fracture of neck of femur"
60.41539,"Other unintentional injuries","Fracture of neck of femur"
99.21311,"Fire, heat, and hot substances","Fracture of neck of femur"
119.6308,"Motorcyclist road injuries","Fracture of neck of femur"
330.8352,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
3.951812,"Poisonings","Fracture of neck of femur"
26.45601,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
24.17489,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
1.268453,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
14.55593,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
8.043883,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
14.31548,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
3.541088,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
69.47546,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
556.1386,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
68.66922,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
537.1246,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
684.2533,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
37.93295,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
856.2527,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
99.98252,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
751.308,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
4.660776,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
307.4883,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
2650.108,"Falls","Fracture of patella, tibia, fibula, or ankle"
110.786,"Drowning","Fracture of patella, tibia, fibula, or ankle"
2.233935,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
2031.158,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
852.905,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
60.29231,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
96.88332,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
2.569237,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
54.91953,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
287.1038,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
.4468593,"Poisonings","Fracture of pelvis"
5.277367,"Assault by other means","Fracture of pelvis"
155.5289,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
178.4324,"Motor vehicle road injuries","Fracture of pelvis"
9.891813,"Interpersonal violence","Fracture of pelvis"
4.429363,"Venomous animal contact","Fracture of pelvis"
15.49939,"Fire, heat, and hot substances","Fracture of pelvis"
14.99813,"Unintentional firearm injuries","Fracture of pelvis"
7.547482,"Animal contact","Fracture of pelvis"
3.847123,"Other road injuries","Fracture of pelvis"
57.07314,"Other unintentional injuries","Fracture of pelvis"
3.118119,"Non-venomous animal contact","Fracture of pelvis"
3.742885,"Unintentional suffocation","Fracture of pelvis"
.3047378,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
.7550324,"Self-harm","Fracture of pelvis"
3.796666,"Assault by firearm","Fracture of pelvis"
392.0381,"Road injuries","Fracture of pelvis"
.8177801,"Assault by sharp object","Fracture of pelvis"
.3589633,"Foreign body in eyes","Fracture of pelvis"
31.90728,"Motorcyclist road injuries","Fracture of pelvis"
158.1929,"Falls","Fracture of pelvis"
.2932252,"Foreign body in other body part","Fracture of pelvis"
22.32249,"Cyclist road injuries","Fracture of pelvis"
76.79632,"Other exposure to mechanical forces","Fracture of pelvis"
10.50304,"Drowning","Fracture of pelvis"
95.53732,"Exposure to mechanical forces","Fracture of pelvis"
157.1643,"Other transport injuries","Fracture of pelvis"
4.381129,"Assault by other means","Fracture of radius or ulna"
60.26628,"Other transport injuries","Fracture of radius or ulna"
4.934365,"Interpersonal violence","Fracture of radius or ulna"
41.33615,"Exposure to mechanical forces","Fracture of radius or ulna"
123.3633,"Road injuries","Fracture of radius or ulna"
2.815218,"Fire, heat, and hot substances","Fracture of radius or ulna"
42.30903,"Motor vehicle road injuries","Fracture of radius or ulna"
2.172073,"Non-venomous animal contact","Fracture of radius or ulna"
.3636026,"Assault by firearm","Fracture of radius or ulna"
.4518103,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
.103593,"Poisonings","Fracture of radius or ulna"
43.45083,"Other unintentional injuries","Fracture of radius or ulna"
39.92511,"Cyclist road injuries","Fracture of radius or ulna"
21.26244,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
.1162903,"Self-harm","Fracture of radius or ulna"
2.548487,"Animal contact","Fracture of radius or ulna"
.3764142,"Venomous animal contact","Fracture of radius or ulna"
1.881248,"Drowning","Fracture of radius or ulna"
.2538944,"Foreign body in other body part","Fracture of radius or ulna"
37.78321,"Other exposure to mechanical forces","Fracture of radius or ulna"
.1896343,"Assault by sharp object","Fracture of radius or ulna"
.036804,"Foreign body in eyes","Fracture of radius or ulna"
17.28059,"Motorcyclist road injuries","Fracture of radius or ulna"
1.611189,"Unintentional firearm injuries","Fracture of radius or ulna"
609.3878,"Falls","Fracture of radius or ulna"
1.94176,"Unintentional suffocation","Fracture of radius or ulna"
2.586155,"Other road injuries","Fracture of radius or ulna"
.1630483,"Drowning","Fracture of skull"
186.7084,"Road injuries","Fracture of skull"
11.39467,"Assault by other means","Fracture of skull"
.0749678,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
17.21958,"Interpersonal violence","Fracture of skull"
.1034578,"Poisonings","Fracture of skull"
2.42399,"Assault by firearm","Fracture of skull"
3.400911,"Assault by sharp object","Fracture of skull"
12.85769,"Other unintentional injuries","Fracture of skull"
.9466015,"Venomous animal contact","Fracture of skull"
4.473821,"Non-venomous animal contact","Fracture of skull"
9.100587,"Unintentional firearm injuries","Fracture of skull"
90.14536,"Exposure to mechanical forces","Fracture of skull"
74.91817,"Pedestrian road injuries by road vehicle","Fracture of skull"
75.19862,"Motor vehicle road injuries","Fracture of skull"
.7654346,"Other road injuries","Fracture of skull"
1.178015,"Foreign body in other body part","Fracture of skull"
70.65331,"Other exposure to mechanical forces","Fracture of skull"
.1795753,"Self-harm","Fracture of skull"
1.021532,"Foreign body in eyes","Fracture of skull"
21.57119,"Motorcyclist road injuries","Fracture of skull"
61.24052,"Other transport injuries","Fracture of skull"
10.39146,"Unintentional suffocation","Fracture of skull"
5.420424,"Animal contact","Fracture of skull"
216.3302,"Falls","Fracture of skull"
14.25505,"Cyclist road injuries","Fracture of skull"
4.646582,"Fire, heat, and hot substances","Fracture of skull"
.0006122,"Assault by sharp object","Fracture of sternum or rib(s)"
.0001624,"Foreign body in eyes","Fracture of sternum or rib(s)"
.6816535,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
.0004544,"Self-harm","Fracture of sternum or rib(s)"
.0002842,"Poisonings","Fracture of sternum or rib(s)"
.0038009,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
1.606834,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
.0250015,"Animal contact","Fracture of sternum or rib(s)"
.0670263,"Assault by other means","Fracture of sternum or rib(s)"
.0246862,"Non-venomous animal contact","Fracture of sternum or rib(s)"
.0002392,"Assault by firearm","Fracture of sternum or rib(s)"
2.368421,"Road injuries","Fracture of sternum or rib(s)"
.6673182,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
.3347558,"Cyclist road injuries","Fracture of sternum or rib(s)"
.0003925,"Foreign body in other body part","Fracture of sternum or rib(s)"
.0003153,"Venomous animal contact","Fracture of sternum or rib(s)"
.8534553,"Other unintentional injuries","Fracture of sternum or rib(s)"
.0744538,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
.0678777,"Interpersonal violence","Fracture of sternum or rib(s)"
.0054464,"Drowning","Fracture of sternum or rib(s)"
.030624,"Other road injuries","Fracture of sternum or rib(s)"
.0087747,"Unintentional suffocation","Fracture of sternum or rib(s)"
6.62084,"Falls","Fracture of sternum or rib(s)"
.3217533,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
.516099,"Other transport injuries","Fracture of sternum or rib(s)"
.0055607,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.0027087,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
645.2548,"Other exposure to mechanical forces","Fracture of vertebral column"
5.545846,"Other road injuries","Fracture of vertebral column"
34.24659,"Motorcyclist road injuries","Fracture of vertebral column"
.9760519,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
640.1898,"Road injuries","Fracture of vertebral column"
29.34636,"Interpersonal violence","Fracture of vertebral column"
67.39373,"Unintentional suffocation","Fracture of vertebral column"
7.04965,"Drowning","Fracture of vertebral column"
34.94898,"Fire, heat, and hot substances","Fracture of vertebral column"
11.74438,"Animal contact","Fracture of vertebral column"
730.8029,"Falls","Fracture of vertebral column"
10.14107,"Non-venomous animal contact","Fracture of vertebral column"
134.2305,"Cyclist road injuries","Fracture of vertebral column"
2.026422,"Self-harm","Fracture of vertebral column"
167.3741,"Other transport injuries","Fracture of vertebral column"
903.006,"Other unintentional injuries","Fracture of vertebral column"
7.284719,"Assault by firearm","Fracture of vertebral column"
.4590715,"Foreign body in eyes","Fracture of vertebral column"
218.5288,"Pedestrian road injuries by road vehicle","Fracture of vertebral column"
48.1523,"Unintentional firearm injuries","Fracture of vertebral column"
1.969478,"Foreign body in other body part","Fracture of vertebral column"
1.603311,"Venomous animal contact","Fracture of vertebral column"
760.8009,"Exposure to mechanical forces","Fracture of vertebral column"
.6356907,"Poisonings","Fracture of vertebral column"
20.28002,"Assault by other means","Fracture of vertebral column"
247.638,"Motor vehicle road injuries","Fracture of vertebral column"
1.781619,"Assault by sharp object","Fracture of vertebral column"
596.0806,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck"
131.1182,"Other transport injuries","Fracture of femur, other than femoral neck"
24.61675,"Animal contact","Fracture of femur, other than femoral neck"
1.44645,"Self-harm","Fracture of femur, other than femoral neck"
858.9744,"Road injuries","Fracture of femur, other than femoral neck"
56.39594,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
16.90576,"Unintentional suffocation","Fracture of femur, other than femoral neck"
32.49719,"Assault by other means","Fracture of femur, other than femoral neck"
4.073206,"Assault by sharp object","Fracture of femur, other than femoral neck"
6.059113,"Other road injuries","Fracture of femur, other than femoral neck"
108.3464,"Other unintentional injuries","Fracture of femur, other than femoral neck"
1.056753,"Foreign body in other body part","Fracture of femur, other than femoral neck"
669.3823,"Exposure to mechanical forces","Fracture of femur, other than femoral neck"
43.32372,"Cyclist road injuries","Fracture of femur, other than femoral neck"
139.7035,"Motorcyclist road injuries","Fracture of femur, other than femoral neck"
283.7018,"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck"
.5790417,"Foreign body in eyes","Fracture of femur, other than femoral neck"
1.511371,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
6.024391,"Venomous animal contact","Fracture of femur, other than femoral neck"
45.22799,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
37.80625,"Drowning","Fracture of femur, other than femoral neck"
386.1862,"Motor vehicle road injuries","Fracture of femur, other than femoral neck"
797.8361,"Falls","Fracture of femur, other than femoral neck"
7.398065,"Assault by firearm","Fracture of femur, other than femoral neck"
43.96846,"Interpersonal violence","Fracture of femur, other than femoral neck"
18.59237,"Non-venomous animal contact","Fracture of femur, other than femoral neck"
.5601141,"Poisonings","Fracture of femur, other than femoral neck"
154.6663,"Falls","Minor traumatic brain injury"
234.003,"Road injuries","Minor traumatic brain injury"
1.650977,"Assault by sharp object","Minor traumatic brain injury"
3.351493,"Other road injuries","Minor traumatic brain injury"
.3663003,"Foreign body in eyes","Minor traumatic brain injury"
3.653078,"Unintentional suffocation","Minor traumatic brain injury"
9.946322,"Fire, heat, and hot substances","Minor traumatic brain injury"
102.203,"Motor vehicle road injuries","Minor traumatic brain injury"
160.1653,"Exposure to mechanical forces","Minor traumatic brain injury"
53.81665,"Other transport injuries","Minor traumatic brain injury"
.3216747,"Foreign body in other body part","Minor traumatic brain injury"
20.0359,"Motorcyclist road injuries","Minor traumatic brain injury"
1.773236,"Venomous animal contact","Minor traumatic brain injury"
3.484456,"Unintentional firearm injuries","Minor traumatic brain injury"
32.72051,"Interpersonal violence","Minor traumatic brain injury"
1.678075,"Assault by firearm","Minor traumatic brain injury"
46.3984,"Cyclist road injuries","Minor traumatic brain injury"
62.01426,"Pedestrian road injuries by road vehicle","Minor traumatic brain injury"
.3551585,"Poisonings","Minor traumatic brain injury"
8.740485,"Animal contact","Minor traumatic brain injury"
.406755,"Self-harm","Minor traumatic brain injury"
6.967249,"Non-venomous animal contact","Minor traumatic brain injury"
.2362686,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury"
5.527825,"Drowning","Minor traumatic brain injury"
29.39146,"Assault by other means","Minor traumatic brain injury"
153.0278,"Other exposure to mechanical forces","Minor traumatic brain injury"
22.77655,"Other unintentional injuries","Minor traumatic brain injury"
5.092948,"Venomous animal contact","Moderate to severe traumatic brain injury"
1027.914,"Falls","Moderate to severe traumatic brain injury"
.7533326,"Pulmonary aspiration and foreign body in airway","Moderate to severe traumatic brain injury"
55.10251,"Interpersonal violence","Moderate to severe traumatic brain injury"
1181.202,"Road injuries","Moderate to severe traumatic brain injury"
17.6698,"Drowning","Moderate to severe traumatic brain injury"
13.04595,"Unintentional firearm injuries","Moderate to severe traumatic brain injury"
2.148257,"Self-harm","Moderate to severe traumatic brain injury"
470.6136,"Motor vehicle road injuries","Moderate to severe traumatic brain injury"
20.54359,"Animal contact","Moderate to severe traumatic brain injury"
4.872693,"Assault by sharp object","Moderate to severe traumatic brain injury"
168.2019,"Motorcyclist road injuries","Moderate to severe traumatic brain injury"
209.1079,"Other exposure to mechanical forces","Moderate to severe traumatic brain injury"
136.7959,"Cyclist road injuries","Moderate to severe traumatic brain injury"
15.45065,"Non-venomous animal contact","Moderate to severe traumatic brain injury"
63.84986,"Other transport injuries","Moderate to severe traumatic brain injury"
.9025192,"Poisonings","Moderate to severe traumatic brain injury"
46.11737,"Assault by other means","Moderate to severe traumatic brain injury"
