value,source,target
41.09019,"Fire, heat, and hot substances","Dislocation of shoulder"
5.400158,"Cyclist road injuries","Dislocation of shoulder"
6.218468,"Venomous animal contact","Dislocation of shoulder"
2.148592,"Pulmonary aspiration and foreign body in airway","Dislocation of shoulder"
9.891712,"Motor vehicle road injuries","Dislocation of shoulder"
.1103469,"Foreign body in other body part","Dislocation of shoulder"
.6140608,"Unintentional suffocation","Dislocation of shoulder"
7.613372,"Non-venomous animal contact","Dislocation of shoulder"
.6815647,"Assault by sharp object","Dislocation of shoulder"
.5743745,"Self-harm","Dislocation of shoulder"
7.069992,"Pedestrian road injuries by road vehicle","Dislocation of shoulder"
11.84732,"Motorcyclist road injuries","Dislocation of shoulder"
1.992019,"Unintentional firearm injuries","Dislocation of shoulder"
20.22532,"Exposure to mechanical forces","Dislocation of shoulder"
1.547879,"Poisonings","Dislocation of shoulder"
1.961385,"Assault by other means","Dislocation of shoulder"
8.968018,"Other unintentional injuries","Dislocation of shoulder"
35.28374,"Road injuries","Dislocation of shoulder"
2.731484,"Interpersonal violence","Dislocation of shoulder"
.0636826,"Foreign body in eyes","Dislocation of shoulder"
16.76191,"Other transport injuries","Dislocation of shoulder"
6.236024,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations"
2.572155,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations"
1.400022,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations"
2.842784,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations"
17.30686,"Motorcyclist road injuries","Other injuries of muscle & tendon and other dislocations"
3.137414,"Assault by other means","Other injuries of muscle & tendon and other dislocations"
16.83805,"Pedestrian road injuries by road vehicle","Other injuries of muscle & tendon and other dislocations"
72.51709,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
10.77442,"Other transport injuries","Other injuries of muscle & tendon and other dislocations"
.2568098,"Assault by firearm","Other injuries of muscle & tendon and other dislocations"
19.5432,"Motor vehicle road injuries","Other injuries of muscle & tendon and other dislocations"
9.160501,"Animal contact","Other injuries of muscle & tendon and other dislocations"
17.41352,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations"
.1932952,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations"
5.96638,"Interpersonal violence","Other injuries of muscle & tendon and other dislocations"
1.556251,"Self-harm","Other injuries of muscle & tendon and other dislocations"
1.553459,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations"
1.007811,"Other road injuries","Other injuries of muscle & tendon and other dislocations"
75.64955,"Exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
4.531921,"Non-venomous animal contact","Other injuries of muscle & tendon and other dislocations"
.1587723,"Poisonings","Other injuries of muscle & tendon and other dislocations"
8.376244,"Drowning","Other injuries of muscle & tendon and other dislocations"
.28968,"Unintentional suffocation","Other injuries of muscle & tendon and other dislocations"
60.93195,"Road injuries","Other injuries of muscle & tendon and other dislocations"
10.56656,"Other unintentional injuries","Other injuries of muscle & tendon and other dislocations"
4.628581,"Venomous animal contact","Other injuries of muscle & tendon and other dislocations"
104.1204,"Falls","Other injuries of muscle & tendon and other dislocations"
.1141255,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
.0963724,"Poisonings","Fracture of clavicle, scapula, or humerus"
3.519705,"Animal contact","Fracture of clavicle, scapula, or humerus"
.2673357,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
5.49526,"Drowning","Fracture of clavicle, scapula, or humerus"
.010843,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus"
51.37831,"Road injuries","Fracture of clavicle, scapula, or humerus"
112.5195,"Falls","Fracture of clavicle, scapula, or humerus"
1.723322,"Other road injuries","Fracture of clavicle, scapula, or humerus"
3.167219,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
23.6001,"Other transport injuries","Fracture of clavicle, scapula, or humerus"
2.577524,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
3.741806,"Interpersonal violence","Fracture of clavicle, scapula, or humerus"
61.6121,"Exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
11.9474,"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus"
13.95778,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus"
55.86737,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
1.101874,"Venomous animal contact","Fracture of clavicle, scapula, or humerus"
.5571663,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
.1055306,"Self-harm","Fracture of clavicle, scapula, or humerus"
5.149759,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
2.417831,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus"
15.62529,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus"
9.056083,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus"
.0499467,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
14.69372,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus"
2.917304,"Assault by other means","Fracture of clavicle, scapula, or humerus"
4.135781,"Exposure to mechanical forces","Fracture of face bone"
.0862242,"Assault by firearm","Fracture of face bone"
2.010507,"Motor vehicle road injuries","Fracture of face bone"
.6291167,"Other unintentional injuries","Fracture of face bone"
.2671028,"Venomous animal contact","Fracture of face bone"
.4241243,"Drowning","Fracture of face bone"
.045525,"Foreign body in other body part","Fracture of face bone"
.8939844,"Cyclist road injuries","Fracture of face bone"
.0584407,"Assault by sharp object","Fracture of face bone"
.3494029,"Unintentional firearm injuries","Fracture of face bone"
1.92307,"Motorcyclist road injuries","Fracture of face bone"
1.568908,"Pedestrian road injuries by road vehicle","Fracture of face bone"
.0306587,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
.0217644,"Unintentional suffocation","Fracture of face bone"
.9333604,"Non-venomous animal contact","Fracture of face bone"
1.200463,"Animal contact","Fracture of face bone"
2.199213,"Other transport injuries","Fracture of face bone"
6.489855,"Road injuries","Fracture of face bone"
.0123112,"Foreign body in eyes","Fracture of face bone"
1.015536,"Assault by other means","Fracture of face bone"
.0148614,"Poisonings","Fracture of face bone"
2.005759,"Fire, heat, and hot substances","Fracture of face bone"
3.764613,"Other exposure to mechanical forces","Fracture of face bone"
.0933865,"Other road injuries","Fracture of face bone"
6.768614,"Falls","Fracture of face bone"
.0410148,"Self-harm","Fracture of face bone"
1.160201,"Interpersonal violence","Fracture of face bone"
.1756393,"Foreign body in other body part","Fracture of foot bone"
.1169933,"Foreign body in eyes","Fracture of foot bone"
9.855465,"Motor vehicle road injuries","Fracture of foot bone"
3.807466,"Animal contact","Fracture of foot bone"
1.315381,"Interpersonal violence","Fracture of foot bone"
25.62813,"Other exposure to mechanical forces","Fracture of foot bone"
.3169451,"Assault by firearm","Fracture of foot bone"
7.12476,"Fire, heat, and hot substances","Fracture of foot bone"
34.00356,"Road injuries","Fracture of foot bone"
.3860475,"Other road injuries","Fracture of foot bone"
.2901074,"Assault by sharp object","Fracture of foot bone"
2.472467,"Cyclist road injuries","Fracture of foot bone"
.1427705,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
10.56866,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
.8424252,"Venomous animal contact","Fracture of foot bone"
.068931,"Poisonings","Fracture of foot bone"
8.49065,"Other transport injuries","Fracture of foot bone"
10.72091,"Motorcyclist road injuries","Fracture of foot bone"
13.71128,"Other unintentional injuries","Fracture of foot bone"
27.69845,"Exposure to mechanical forces","Fracture of foot bone"
.3648822,"Self-harm","Fracture of foot bone"
57.21437,"Falls","Fracture of foot bone"
.0795567,"Unintentional suffocation","Fracture of foot bone"
.7083286,"Assault by other means","Fracture of foot bone"
1.990748,"Unintentional firearm injuries","Fracture of foot bone"
2.965039,"Non-venomous animal contact","Fracture of foot bone"
3.47467,"Drowning","Fracture of foot bone"
.9245878,"Other road injuries","Fracture of hand bone"
.2893248,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
13.19011,"Assault by other means","Fracture of hand bone"
14.6049,"Fire, heat, and hot substances","Fracture of hand bone"
5.692687,"Drowning","Fracture of hand bone"
4.935541,"Venomous animal contact","Fracture of hand bone"
513.7604,"Other exposure to mechanical forces","Fracture of hand bone"
15.37433,"Cyclist road injuries","Fracture of hand bone"
19.2475,"Motor vehicle road injuries","Fracture of hand bone"
.9040522,"Foreign body in other body part","Fracture of hand bone"
.6207821,"Self-harm","Fracture of hand bone"
12.9282,"Unintentional firearm injuries","Fracture of hand bone"
14.71555,"Motorcyclist road injuries","Fracture of hand bone"
72.92805,"Other unintentional injuries","Fracture of hand bone"
.0794725,"Poisonings","Fracture of hand bone"
534.1243,"Exposure to mechanical forces","Fracture of hand bone"
8.981843,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
120.3127,"Falls","Fracture of hand bone"
10.04627,"Non-venomous animal contact","Fracture of hand bone"
.0749754,"Foreign body in eyes","Fracture of hand bone"
1.098945,"Assault by firearm","Fracture of hand bone"
7.435638,"Unintentional suffocation","Fracture of hand bone"
15.63247,"Interpersonal violence","Fracture of hand bone"
64.6041,"Other transport injuries","Fracture of hand bone"
14.98181,"Animal contact","Fracture of hand bone"
1.343418,"Assault by sharp object","Fracture of hand bone"
59.2438,"Road injuries","Fracture of hand bone"
27.99383,"Interpersonal violence","Fracture of neck of femur"
56.22554,"Other unintentional injuries","Fracture of neck of femur"
173.0627,"Exposure to mechanical forces","Fracture of neck of femur"
138.57,"Motorcyclist road injuries","Fracture of neck of femur"
3.551404,"Foreign body in other body part","Fracture of neck of femur"
4.540199,"Self-harm","Fracture of neck of femur"
211.0709,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
239.054,"Motor vehicle road injuries","Fracture of neck of femur"
5.804418,"Assault by sharp object","Fracture of neck of femur"
1.895751,"Unintentional suffocation","Fracture of neck of femur"
22.2638,"Venomous animal contact","Fracture of neck of femur"
99.53709,"Other exposure to mechanical forces","Fracture of neck of femur"
1665.888,"Falls","Fracture of neck of femur"
192.1386,"Other transport injuries","Fracture of neck of femur"
17.92289,"Assault by other means","Fracture of neck of femur"
678.3092,"Road injuries","Fracture of neck of femur"
71.62991,"Unintentional firearm injuries","Fracture of neck of femur"
4.506957,"Poisonings","Fracture of neck of femur"
116.6681,"Fire, heat, and hot substances","Fracture of neck of femur"
5.423479,"Foreign body in eyes","Fracture of neck of femur"
8.025959,"Non-venomous animal contact","Fracture of neck of femur"
41.41692,"Other road injuries","Fracture of neck of femur"
4.266516,"Assault by firearm","Fracture of neck of femur"
48.19741,"Cyclist road injuries","Fracture of neck of femur"
30.28975,"Animal contact","Fracture of neck of femur"
478.6636,"Drowning","Fracture of neck of femur"
25.37496,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
.0029371,"Animal contact","Amputation of both upper limbs"
.0001747,"Foreign body in eyes","Amputation of both upper limbs"
.0261974,"Foreign body in other body part","Amputation of both upper limbs"
.0023615,"Non-venomous animal contact","Amputation of both upper limbs"
.0060896,"Other road injuries","Amputation of both upper limbs"
.0002875,"Unintentional suffocation","Amputation of both upper limbs"
.0142606,"Motorcyclist road injuries","Amputation of both upper limbs"
.0384286,"Interpersonal violence","Amputation of both upper limbs"
.1101163,"Road injuries","Amputation of both upper limbs"
.0035713,"Pulmonary aspiration and foreign body in airway","Amputation of both upper limbs"
.0681214,"Other transport injuries","Amputation of both upper limbs"
.0539365,"Falls","Amputation of both upper limbs"
.0019312,"Fire, heat, and hot substances","Amputation of both upper limbs"
.8221049,"Exposure to mechanical forces","Amputation of both upper limbs"
.0301822,"Assault by sharp object","Amputation of both upper limbs"
.8075391,"Other exposure to mechanical forces","Amputation of both upper limbs"
.0367666,"Self-harm","Amputation of both upper limbs"
.0013298,"Drowning","Amputation of both upper limbs"
.0025749,"Assault by firearm","Amputation of both upper limbs"
.0142782,"Unintentional firearm injuries","Amputation of both upper limbs"
.0017349,"Poisonings","Amputation of both upper limbs"
.0255185,"Motor vehicle road injuries","Amputation of both upper limbs"
.0268086,"Other unintentional injuries","Amputation of both upper limbs"
.0619654,"Pedestrian road injuries by road vehicle","Amputation of both upper limbs"
.0005755,"Venomous animal contact","Amputation of both upper limbs"
.0056715,"Assault by other means","Amputation of both upper limbs"
.0022822,"Cyclist road injuries","Amputation of both upper limbs"
4.365895,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
17.07568,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
1.59631,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
624.6636,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
248.9168,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
381.3842,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
16.63631,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
44.96529,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
62.67063,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
99.38863,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
285.0748,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
655.4693,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
46.18843,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
4.821876,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
10.62534,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
454.1735,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
29.51806,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
2.41118,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
227.2404,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
79.30367,"Drowning","Fracture of patella, tibia, fibula, or ankle"
515.8046,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
76.41851,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
59.34285,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
.8463351,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
1617.136,"Falls","Fracture of patella, tibia, fibula, or ankle"
1.506537,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
1232.042,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
70.05313,"Exposure to mechanical forces","Fracture of pelvis"
.7187133,"Self-harm","Fracture of pelvis"
.2542835,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
5.141872,"Venomous animal contact","Fracture of pelvis"
88.24996,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
2.87954,"Other road injuries","Fracture of pelvis"
17.49784,"Fire, heat, and hot substances","Fracture of pelvis"
10.28339,"Drowning","Fracture of pelvis"
.2445419,"Foreign body in eyes","Fracture of pelvis"
144.3482,"Other transport injuries","Fracture of pelvis"
18.567,"Cyclist road injuries","Fracture of pelvis"
43.81328,"Other unintentional injuries","Fracture of pelvis"
7.638162,"Interpersonal violence","Fracture of pelvis"
.5186294,"Assault by sharp object","Fracture of pelvis"
3.485068,"Non-venomous animal contact","Fracture of pelvis"
92.53701,"Falls","Fracture of pelvis"
9.778163,"Unintentional firearm injuries","Fracture of pelvis"
112.2013,"Motor vehicle road injuries","Fracture of pelvis"
253.4203,"Road injuries","Fracture of pelvis"
2.340973,"Unintentional suffocation","Fracture of pelvis"
.1959809,"Foreign body in other body part","Fracture of pelvis"
4.270422,"Assault by other means","Fracture of pelvis"
8.626943,"Animal contact","Fracture of pelvis"
2.84911,"Assault by firearm","Fracture of pelvis"
31.52243,"Motorcyclist road injuries","Fracture of pelvis"
57.93399,"Other exposure to mechanical forces","Fracture of pelvis"
.338219,"Poisonings","Fracture of pelvis"
.2418024,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
.1003192,"Self-harm","Fracture of radius or ulna"
60.76161,"Road injuries","Fracture of radius or ulna"
26.72018,"Exposure to mechanical forces","Fracture of radius or ulna"
1.785852,"Non-venomous animal contact","Fracture of radius or ulna"
.1237325,"Assault by sharp object","Fracture of radius or ulna"
.023066,"Foreign body in eyes","Fracture of radius or ulna"
3.078179,"Assault by other means","Fracture of radius or ulna"
1.863179,"Fire, heat, and hot substances","Fracture of radius or ulna"
8.694973,"Motorcyclist road injuries","Fracture of radius or ulna"
1.045124,"Unintentional firearm injuries","Fracture of radius or ulna"
3.442396,"Interpersonal violence","Fracture of radius or ulna"
.0614715,"Poisonings","Fracture of radius or ulna"
.3616254,"Venomous animal contact","Fracture of radius or ulna"
43.32597,"Other transport injuries","Fracture of radius or ulna"
24.39642,"Other exposure to mechanical forces","Fracture of radius or ulna"
2.147477,"Animal contact","Fracture of radius or ulna"
1.090526,"Drowning","Fracture of radius or ulna"
.136577,"Foreign body in other body part","Fracture of radius or ulna"
1.813502,"Other road injuries","Fracture of radius or ulna"
24.51908,"Other unintentional injuries","Fracture of radius or ulna"
346.4611,"Falls","Fracture of radius or ulna"
.2404847,"Assault by firearm","Fracture of radius or ulna"
22.25385,"Cyclist road injuries","Fracture of radius or ulna"
19.52351,"Motor vehicle road injuries","Fracture of radius or ulna"
1.278646,"Unintentional suffocation","Fracture of radius or ulna"
8.475786,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
5.938668,"Unintentional firearm injuries","Fracture of skull"
63.48667,"Other transport injuries","Fracture of skull"
.1662937,"Self-harm","Fracture of skull"
151.3742,"Falls","Fracture of skull"
122.7373,"Road injuries","Fracture of skull"
42.86164,"Pedestrian road injuries by road vehicle","Fracture of skull"
68.41167,"Exposure to mechanical forces","Fracture of skull"
.7481645,"Foreign body in other body part","Fracture of skull"
6.040083,"Animal contact","Fracture of skull"
10.45481,"Other unintentional injuries","Fracture of skull"
5.262118,"Fire, heat, and hot substances","Fracture of skull"
.0862436,"Poisonings","Fracture of skull"
.6789533,"Foreign body in eyes","Fracture of skull"
46.26554,"Motor vehicle road injuries","Fracture of skull"
.5511187,"Other road injuries","Fracture of skull"
9.423365,"Assault by other means","Fracture of skull"
.161291,"Drowning","Fracture of skull"
1.108589,"Venomous animal contact","Fracture of skull"
6.93034,"Unintentional suffocation","Fracture of skull"
13.85521,"Interpersonal violence","Fracture of skull"
1.997316,"Assault by firearm","Fracture of skull"
12.17787,"Cyclist road injuries","Fracture of skull"
55.54266,"Other exposure to mechanical forces","Fracture of skull"
2.434531,"Assault by sharp object","Fracture of skull"
4.931495,"Non-venomous animal contact","Fracture of skull"
.06952,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
20.88109,"Motorcyclist road injuries","Fracture of skull"
.0001292,"Assault by firearm","Fracture of sternum or rib(s)"
.3014747,"Other transport injuries","Fracture of sternum or rib(s)"
.8376044,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
.1240195,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
.003575,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.0004042,"Self-harm","Fracture of sternum or rib(s)"
.4393541,"Other unintentional injuries","Fracture of sternum or rib(s)"
.0458238,"Interpersonal violence","Fracture of sternum or rib(s)"
.0357094,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
.0453449,"Assault by other means","Fracture of sternum or rib(s)"
.000273,"Venomous animal contact","Fracture of sternum or rib(s)"
.0017196,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
.0001737,"Foreign body in other body part","Fracture of sternum or rib(s)"
3.830137,"Falls","Fracture of sternum or rib(s)"
.0031499,"Drowning","Fracture of sternum or rib(s)"
.0201075,"Non-venomous animal contact","Fracture of sternum or rib(s)"
.0203805,"Animal contact","Fracture of sternum or rib(s)"
.0019552,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.0003496,"Assault by sharp object","Fracture of sternum or rib(s)"
.4169397,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
.0055958,"Unintentional suffocation","Fracture of sternum or rib(s)"
.0185949,"Other road injuries","Fracture of sternum or rib(s)"
1.166041,"Road injuries","Fracture of sternum or rib(s)"
.0001085,"Foreign body in eyes","Fracture of sternum or rib(s)"
.4261106,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
.0001619,"Poisonings","Fracture of sternum or rib(s)"
.1501128,"Cyclist road injuries","Fracture of sternum or rib(s)"
5.52452,"Assault by firearm","Fracture of vertebral column"
4.014481,"Other road injuries","Fracture of vertebral column"
15.17109,"Assault by other means","Fracture of vertebral column"
32.07475,"Motorcyclist road injuries","Fracture of vertebral column"
.8033486,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
38.22579,"Fire, heat, and hot substances","Fracture of vertebral column"
1.883097,"Venomous animal contact","Fracture of vertebral column"
1.957348,"Self-harm","Fracture of vertebral column"
726.162,"Other unintentional injuries","Fracture of vertebral column"
551.386,"Exposure to mechanical forces","Fracture of vertebral column"
1.142022,"Assault by sharp object","Fracture of vertebral column"
1.19432,"Foreign body in other body part","Fracture of vertebral column"
429.1781,"Falls","Fracture of vertebral column"
476.2421,"Other exposure to mechanical forces","Fracture of vertebral column"
44.59728,"Unintentional suffocation","Fracture of vertebral column"
13.106,"Animal contact","Fracture of vertebral column"
142.9069,"Motor vehicle road injuries","Fracture of vertebral column"
30.54664,"Unintentional firearm injuries","Fracture of vertebral column"
366.1547,"Road injuries","Fracture of vertebral column"
146.2872,"Other transport injuries","Fracture of vertebral column"
80.47679,"Cyclist road injuries","Fracture of vertebral column"
21.83763,"Interpersonal violence","Fracture of vertebral column"
106.6818,"Pedestrian road injuries by road vehicle","Fracture of vertebral column"
.598708,"Poisonings","Fracture of vertebral column"
11.2229,"Non-venomous animal contact","Fracture of vertebral column"
.3257415,"Foreign body in eyes","Fracture of vertebral column"
6.699894,"Drowning","Fracture of vertebral column"
133.7206,"Other transport injuries","Fracture of femur, other than femoral neck"
35.47723,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
551.8175,"Road injuries","Fracture of femur, other than femoral neck"
25.62517,"Assault by other means","Fracture of femur, other than femoral neck"
212.9132,"Motor vehicle road injuries","Fracture of femur, other than femoral neck"
