value,source,target
2.175927,"Cyclist road injuries","Dislocation of knee"
6.981214,"Fire, heat, and hot substances","Dislocation of knee"
8.81e-08,"Exposure to forces of nature","Dislocation of knee"
.4210457,"Assault by sharp object","Dislocation of knee"
11.92883,"Other transport injuries","Dislocation of knee"
.1674946,"Assault by firearm","Dislocation of knee"
13.13621,"Other exposure to mechanical forces","Dislocation of knee"
14.19526,"Exposure to mechanical forces","Dislocation of knee"
.1958693,"Other road injuries","Dislocation of knee"
3.72677,"Animal contact","Dislocation of knee"
16.31969,"Road injuries","Dislocation of knee"
3.124071,"Motor vehicle road injuries","Dislocation of knee"
1.410583,"Pulmonary aspiration and foreign body in airway","Dislocation of knee"
80.26963,"Falls","Dislocation of knee"
2.340136,"Non-venomous animal contact","Dislocation of knee"
.2094169,"Foreign body in eyes","Dislocation of knee"
1.058742,"Unintentional firearm injuries","Dislocation of knee"
8.382722,"Other unintentional injuries","Dislocation of knee"
5.308928,"Motorcyclist road injuries","Dislocation of knee"
.1350431,"Self-harm","Dislocation of knee"
.8645778,"Assault by other means","Dislocation of knee"
.4855258,"Poisonings","Dislocation of knee"
1.386635,"Venomous animal contact","Dislocation of knee"
.0002975,"Unintentional suffocation","Dislocation of knee"
19.41656,"Other transport injuries","Dislocation of shoulder"
.1465306,"Foreign body in other body part","Dislocation of shoulder"
142.0769,"Falls","Dislocation of shoulder"
13.92219,"Motor vehicle road injuries","Dislocation of shoulder"
10.74527,"Pedestrian road injuries by road vehicle","Dislocation of shoulder"
11.38799,"Other unintentional injuries","Dislocation of shoulder"
12.42532,"Animal contact","Dislocation of shoulder"
46.15691,"Road injuries","Dislocation of shoulder"
5.590659,"Venomous animal contact","Dislocation of shoulder"
44.59501,"Fire, heat, and hot substances","Dislocation of shoulder"
27.05288,"Exposure to mechanical forces","Dislocation of shoulder"
3.266961,"Unintentional firearm injuries","Dislocation of shoulder"
7.022949,"Cyclist road injuries","Dislocation of shoulder"
3.799735,"Interpersonal violence","Dislocation of shoulder"
6.83466,"Non-venomous animal contact","Dislocation of shoulder"
2.675694,"Assault by other means","Dislocation of shoulder"
1.010459,"Assault by sharp object","Dislocation of shoulder"
.0779321,"Foreign body in eyes","Dislocation of shoulder"
13.38937,"Motorcyclist road injuries","Dislocation of shoulder"
20.31177,"Drowning","Dislocation of shoulder"
.6432312,"Self-harm","Dislocation of shoulder"
.8583379,"Unintentional suffocation","Dislocation of shoulder"
2.610348,"Poisonings","Dislocation of shoulder"
.1135828,"Assault by firearm","Dislocation of shoulder"
2.402046,"Pulmonary aspiration and foreign body in airway","Dislocation of shoulder"
1.07712,"Other road injuries","Dislocation of shoulder"
22.92759,"Other exposure to mechanical forces","Dislocation of shoulder"
1.756141,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations"
100.5764,"Exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
1.765644,"Self-harm","Other injuries of muscle & tendon and other dislocations"
3.788573,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations"
18.53447,"Motorcyclist road injuries","Other injuries of muscle & tendon and other dislocations"
.2227421,"Poisonings","Other injuries of muscle & tendon and other dislocations"
24.8092,"Pedestrian road injuries by road vehicle","Other injuries of muscle & tendon and other dislocations"
.3437787,"Assault by firearm","Other injuries of muscle & tendon and other dislocations"
95.47802,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
.2349505,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations"
3.958381,"Non-venomous animal contact","Other injuries of muscle & tendon and other dislocations"
7.905239,"Animal contact","Other injuries of muscle & tendon and other dislocations"
3.946857,"Venomous animal contact","Other injuries of muscle & tendon and other dislocations"
4.091193,"Assault by other means","Other injuries of muscle & tendon and other dislocations"
13.3555,"Other unintentional injuries","Other injuries of muscle & tendon and other dislocations"
19.58484,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations"
6.415936,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations"
4.686455,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations"
28.54879,"Motor vehicle road injuries","Other injuries of muscle & tendon and other dislocations"
10.01524,"Drowning","Other injuries of muscle & tendon and other dislocations"
1.012158,"Other road injuries","Other injuries of muscle & tendon and other dislocations"
79.32055,"Road injuries","Other injuries of muscle & tendon and other dislocations"
12.50176,"Other transport injuries","Other injuries of muscle & tendon and other dislocations"
.4119086,"Unintentional suffocation","Other injuries of muscle & tendon and other dislocations"
133.5762,"Falls","Other injuries of muscle & tendon and other dislocations"
1.910273,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations"
8.223544,"Interpersonal violence","Other injuries of muscle & tendon and other dislocations"
18.1206,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus"
19.83549,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus"
.1532556,"Poisonings","Fracture of clavicle, scapula, or humerus"
140.6163,"Falls","Fracture of clavicle, scapula, or humerus"
4.407393,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
6.207908,"Drowning","Fracture of clavicle, scapula, or humerus"
.0134002,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus"
73.57552,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
.9755429,"Venomous animal contact","Fracture of clavicle, scapula, or humerus"
3.951139,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
62.99419,"Road injuries","Fracture of clavicle, scapula, or humerus"
3.189202,"Animal contact","Fracture of clavicle, scapula, or humerus"
5.721004,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
1.85178,"Other road injuries","Fracture of clavicle, scapula, or humerus"
15.40028,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus"
4.836615,"Interpersonal violence","Fracture of clavicle, scapula, or humerus"
2.213658,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus"
.8450624,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
3.648262,"Assault by other means","Fracture of clavicle, scapula, or humerus"
12.71629,"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus"
13.19034,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus"
81.93404,"Exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
.3432904,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
.140879,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
25.45128,"Other transport injuries","Fracture of clavicle, scapula, or humerus"
.1203746,"Self-harm","Fracture of clavicle, scapula, or humerus"
.0648249,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
.8023949,"Non-venomous animal contact","Fracture of face bone"
.7600278,"Other unintentional injuries","Fracture of face bone"
8.660064,"Falls","Fracture of face bone"
2.392092,"Pedestrian road injuries by road vehicle","Fracture of face bone"
1.289532,"Assault by other means","Fracture of face bone"
.5297906,"Unintentional firearm injuries","Fracture of face bone"
.2466776,"Venomous animal contact","Fracture of face bone"
.5047616,"Drowning","Fracture of face bone"
5.42888,"Exposure to mechanical forces","Fracture of face bone"
2.539981,"Other transport injuries","Fracture of face bone"
.0153458,"Foreign body in eyes","Fracture of face bone"
.0925015,"Assault by sharp object","Fracture of face bone"
.0607848,"Foreign body in other body part","Fracture of face bone"
.0479679,"Self-harm","Fracture of face bone"
4.866264,"Other exposure to mechanical forces","Fracture of face bone"
1.04131,"Cyclist road injuries","Fracture of face bone"
1.049072,"Animal contact","Fracture of face bone"
1.501935,"Interpersonal violence","Fracture of face bone"
8.821357,"Road injuries","Fracture of face bone"
.0223744,"Poisonings","Fracture of face bone"
2.159682,"Motorcyclist road injuries","Fracture of face bone"
2.26311,"Fire, heat, and hot substances","Fracture of face bone"
.1199016,"Assault by firearm","Fracture of face bone"
.0328252,"Unintentional suffocation","Fracture of face bone"
.0374453,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
3.132621,"Motor vehicle road injuries","Fracture of face bone"
.0956525,"Other road injuries","Fracture of face bone"
.910559,"Assault by other means","Fracture of foot bone"
8.4491,"Fire, heat, and hot substances","Fracture of foot bone"
.4327946,"Self-harm","Fracture of foot bone"
35.49473,"Exposure to mechanical forces","Fracture of foot bone"
10.5114,"Other transport injuries","Fracture of foot bone"
16.80042,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
.1771855,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
74.38302,"Falls","Fracture of foot bone"
.1453751,"Foreign body in eyes","Fracture of foot bone"
18.77463,"Other unintentional injuries","Fracture of foot bone"
.7432565,"Venomous animal contact","Fracture of foot bone"
.4388023,"Assault by sharp object","Fracture of foot bone"
14.20288,"Motor vehicle road injuries","Fracture of foot bone"
12.84029,"Motorcyclist road injuries","Fracture of foot bone"
.108556,"Unintentional suffocation","Fracture of foot bone"
3.358446,"Animal contact","Fracture of foot bone"
.236135,"Foreign body in other body part","Fracture of foot bone"
.4131595,"Assault by firearm","Fracture of foot bone"
3.035443,"Cyclist road injuries","Fracture of foot bone"
.3959968,"Other road injuries","Fracture of foot bone"
2.615189,"Non-venomous animal contact","Fracture of foot bone"
32.39729,"Other exposure to mechanical forces","Fracture of foot bone"
.1070705,"Poisonings","Fracture of foot bone"
2.988887,"Unintentional firearm injuries","Fracture of foot bone"
1.762521,"Interpersonal violence","Fracture of foot bone"
4.183855,"Drowning","Fracture of foot bone"
47.27505,"Road injuries","Fracture of foot bone"
1.150435,"Foreign body in other body part","Fracture of hand bone"
14.91018,"Assault by other means","Fracture of hand bone"
19.97853,"Unintentional firearm injuries","Fracture of hand bone"
13.79193,"Animal contact","Fracture of hand bone"
85.06878,"Other unintentional injuries","Fracture of hand bone"
18.15519,"Interpersonal violence","Fracture of hand bone"
.3597243,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
698.7478,"Exposure to mechanical forces","Fracture of hand bone"
.0905966,"Foreign body in eyes","Fracture of hand bone"
.7029127,"Self-harm","Fracture of hand bone"
13.28244,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
15.97181,"Motorcyclist road injuries","Fracture of hand bone"
.9677816,"Other road injuries","Fracture of hand bone"
72.29534,"Road injuries","Fracture of hand bone"
668.2358,"Other exposure to mechanical forces","Fracture of hand bone"
.1315828,"Poisonings","Fracture of hand bone"
9.536732,"Non-venomous animal contact","Fracture of hand bone"
6.666513,"Drowning","Fracture of hand bone"
16.1368,"Fire, heat, and hot substances","Fracture of hand bone"
150.6497,"Falls","Fracture of hand bone"
1.350151,"Assault by firearm","Fracture of hand bone"
25.41,"Motor vehicle road injuries","Fracture of hand bone"
16.66331,"Cyclist road injuries","Fracture of hand bone"
4.255195,"Venomous animal contact","Fracture of hand bone"
73.1767,"Other transport injuries","Fracture of hand bone"
10.53364,"Unintentional suffocation","Fracture of hand bone"
1.894856,"Assault by sharp object","Fracture of hand bone"
2081.677,"Falls","Fracture of neck of femur"
39.97285,"Other road injuries","Fracture of neck of femur"
2.462564,"Unintentional suffocation","Fracture of neck of femur"
12.00823,"Foreign body in eyes","Fracture of neck of femur"
5.012736,"Assault by firearm","Fracture of neck of femur"
325.9843,"Motor vehicle road injuries","Fracture of neck of femur"
4.949076,"Self-harm","Fracture of neck of femur"
6.003637,"Poisonings","Fracture of neck of femur"
97.81201,"Unintentional firearm injuries","Fracture of neck of femur"
290.1275,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
122.4893,"Other exposure to mechanical forces","Fracture of neck of femur"
29.82232,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
222.7638,"Exposure to mechanical forces","Fracture of neck of femur"
543.3428,"Drowning","Fracture of neck of femur"
4.370753,"Foreign body in other body part","Fracture of neck of femur"
8.39365,"Assault by sharp object","Fracture of neck of femur"
131.6508,"Fire, heat, and hot substances","Fracture of neck of femur"
7.432495,"Non-venomous animal contact","Fracture of neck of femur"
19.93384,"Venomous animal contact","Fracture of neck of femur"
70.84924,"Other unintentional injuries","Fracture of neck of femur"
143.5058,"Motorcyclist road injuries","Fracture of neck of femur"
51.39301,"Cyclist road injuries","Fracture of neck of femur"
234.0946,"Other transport injuries","Fracture of neck of femur"
22.17002,"Assault by other means","Fracture of neck of femur"
850.9836,"Road injuries","Fracture of neck of femur"
27.36633,"Animal contact","Fracture of neck of femur"
35.57641,"Interpersonal violence","Fracture of neck of femur"
.0261634,"Venomous animal contact","Amputation of both upper limbs"
.0360993,"Non-venomous animal contact","Amputation of both upper limbs"
14.27295,"Collective violence and legal intervention","Amputation of both upper limbs"
.2281595,"Interpersonal violence","Amputation of both upper limbs"
.9270196,"Road injuries","Amputation of both upper limbs"
.3542317,"Falls","Amputation of both upper limbs"
.0016849,"Foreign body in eyes","Amputation of both upper limbs"
.0065095,"Other road injuries","Amputation of both upper limbs"
.0516615,"Fire, heat, and hot substances","Amputation of both upper limbs"
.0005818,"Unintentional suffocation","Amputation of both upper limbs"
3.963434,"Exposure to mechanical forces","Amputation of both upper limbs"
.2722392,"Motor vehicle road injuries","Amputation of both upper limbs"
.0253973,"Assault by other means","Amputation of both upper limbs"
.1049497,"Motorcyclist road injuries","Amputation of both upper limbs"
.0055963,"Assault by firearm","Amputation of both upper limbs"
.0192818,"Drowning","Amputation of both upper limbs"
.3082574,"Other unintentional injuries","Amputation of both upper limbs"
.0133472,"Pulmonary aspiration and foreign body in airway","Amputation of both upper limbs"
.8687856,"Other transport injuries","Amputation of both upper limbs"
.0177985,"Cyclist road injuries","Amputation of both upper limbs"
.1326186,"Foreign body in other body part","Amputation of both upper limbs"
3.932031,"Other exposure to mechanical forces","Amputation of both upper limbs"
.2391983,"Self-harm","Amputation of both upper limbs"
.0308207,"Unintentional firearm injuries","Amputation of both upper limbs"
.0031903,"Poisonings","Amputation of both upper limbs"
2.62e-07,"Exposure to forces of nature","Amputation of both upper limbs"
.5255228,"Pedestrian road injuries by road vehicle","Amputation of both upper limbs"
.0622627,"Animal contact","Amputation of both upper limbs"
.1971659,"Assault by sharp object","Amputation of both upper limbs"
94.72877,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
69.37643,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
651.8395,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
7.278344,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
5.085975,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
275.7018,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
14.84202,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
252.864,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
3.694211,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
2.106555,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
412.8174,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
1.046972,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
808.9063,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
113.2533,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
17.13754,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
96.81839,"Drowning","Fracture of patella, tibia, fibula, or ankle"
1618.451,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
54.53441,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
773.1404,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
2066.715,"Falls","Fracture of patella, tibia, fibula, or ankle"
14.06976,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
484.43,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
659.9302,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
62.33809,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
58.90768,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
1.992737,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
37.55958,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
11.23573,"Drowning","Fracture of pelvis"
2.912631,"Other road injuries","Fracture of pelvis"
7.896349,"Animal contact","Fracture of pelvis"
14.20619,"Unintentional firearm injuries","Fracture of pelvis"
.304983,"Foreign body in eyes","Fracture of pelvis"
147.5831,"Motor vehicle road injuries","Fracture of pelvis"
3.191679,"Non-venomous animal contact","Fracture of pelvis"
.7487823,"Assault by sharp object","Fracture of pelvis"
.2611279,"Foreign body in other body part","Fracture of pelvis"
19.00526,"Cyclist road injuries","Fracture of pelvis"
119.616,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
91.36707,"Exposure to mechanical forces","Fracture of pelvis"
19.10389,"Fire, heat, and hot substances","Fracture of pelvis"
4.70467,"Venomous animal contact","Fracture of pelvis"
164.6951,"Other transport injuries","Fracture of pelvis"
.4691041,"Poisonings","Fracture of pelvis"
120.4507,"Falls","Fracture of pelvis"
321.4437,"Road injuries","Fracture of pelvis"
.8222823,"Self-harm","Fracture of pelvis"
3.487676,"Unintentional suffocation","Fracture of pelvis"
32.3267,"Motorcyclist road injuries","Fracture of pelvis"
3.80793,"Assault by firearm","Fracture of pelvis"
.2783992,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
5.389054,"Assault by other means","Fracture of pelvis"
9.945766,"Interpersonal violence","Fracture of pelvis"
73.67321,"Other exposure to mechanical forces","Fracture of pelvis"
53.07247,"Other unintentional injuries","Fracture of pelvis"
.3499892,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
54.21228,"Other transport injuries","Fracture of radius or ulna"
3.662603,"Assault by other means","Fracture of radius or ulna"
2.558524,"Fire, heat, and hot substances","Fracture of radius or ulna"
1.361451,"Drowning","Fracture of radius or ulna"
.1188756,"Self-harm","Fracture of radius or ulna"
29.85398,"Cyclist road injuries","Fracture of radius or ulna"
91.82721,"Road injuries","Fracture of radius or ulna"
2.206814,"Animal contact","Fracture of radius or ulna"
2.007896,"Other road injuries","Fracture of radius or ulna"
461.0264,"Falls","Fracture of radius or ulna"
1.864601,"Non-venomous animal contact","Fracture of radius or ulna"
1.478821,"Unintentional firearm injuries","Fracture of radius or ulna"
.027821,"Foreign body in eyes","Fracture of radius or ulna"
4.135306,"Interpersonal violence","Fracture of radius or ulna"
.3090177,"Assault by firearm","Fracture of radius or ulna"
.3422118,"Venomous animal contact","Fracture of radius or ulna"
13.08394,"Motorcyclist road injuries","Fracture of radius or ulna"
1.71208,"Unintentional suffocation","Fracture of radius or ulna"
.0787382,"Poisonings","Fracture of radius or ulna"
.1917253,"Foreign body in other body part","Fracture of radius or ulna"
.163686,"Assault by sharp object","Fracture of radius or ulna"
29.60785,"Other exposure to mechanical forces","Fracture of radius or ulna"
32.79875,"Exposure to mechanical forces","Fracture of radius or ulna"
15.62698,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
33.58711,"Other unintentional injuries","Fracture of radius or ulna"
31.25443,"Motor vehicle road injuries","Fracture of radius or ulna"
152.2036,"Road injuries","Fracture of skull"
12.51365,"Other unintentional injuries","Fracture of skull"
5.581895,"Animal contact","Fracture of skull"
57.46886,"Pedestrian road injuries by road vehicle","Fracture of skull"
190.1151,"Falls","Fracture of skull"
12.01518,"Cyclist road injuries","Fracture of skull"
1.020866,"Venomous animal contact","Fracture of skull"
.177666,"Drowning","Fracture of skull"
9.808646,"Unintentional suffocation","Fracture of skull"
87.89853,"Exposure to mechanical forces","Fracture of skull"
69.39243,"Other transport injuries","Fracture of skull"
69.47132,"Other exposure to mechanical forces","Fracture of skull"
11.77868,"Assault by other means","Fracture of skull"
4.561029,"Non-venomous animal contact","Fracture of skull"
2.521331,"Assault by firearm","Fracture of skull"
.9914864,"Foreign body in other body part","Fracture of skull"
5.77686,"Fire, heat, and hot substances","Fracture of skull"
3.214217,"Assault by sharp object","Fracture of skull"
21.02091,"Motorcyclist road injuries","Fracture of skull"
17.51423,"Interpersonal violence","Fracture of skull"
8.618552,"Unintentional firearm injuries","Fracture of skull"
.0723241,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
61.13738,"Motor vehicle road injuries","Fracture of skull"
.1924098,"Self-harm","Fracture of skull"
.1131404,"Poisonings","Fracture of skull"
.5612305,"Other road injuries","Fracture of skull"
.856679,"Foreign body in eyes","Fracture of skull"
.0004919,"Assault by sharp object","Fracture of sternum or rib(s)"
.004135,"Drowning","Fracture of sternum or rib(s)"
.5438349,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
.0218229,"Animal contact","Fracture of sternum or rib(s)"
.0215488,"Non-venomous animal contact","Fracture of sternum or rib(s)"
.6296734,"Other unintentional injuries","Fracture of sternum or rib(s)"
1.188285,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
.0001897,"Assault by firearm","Fracture of sternum or rib(s)"
.2327189,"Cyclist road injuries","Fracture of sternum or rib(s)"
4.992954,"Falls","Fracture of sternum or rib(s)"
.4268028,"Other transport injuries","Fracture of sternum or rib(s)"
.0558482,"Assault by other means","Fracture of sternum or rib(s)"
.2115067,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
.0002745,"Foreign body in other body part","Fracture of sternum or rib(s)"
.000274,"Venomous animal contact","Fracture of sternum or rib(s)"
.0073615,"Unintentional suffocation","Fracture of sternum or rib(s)"
.0028061,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.0022994,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
1.703664,"Road injuries","Fracture of sternum or rib(s)"
.0494641,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
.0002137,"Poisonings","Fracture of sternum or rib(s)"
.0216892,"Other road injuries","Fracture of sternum or rib(s)"
.0049879,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.0565298,"Interpersonal violence","Fracture of sternum or rib(s)"
.0001305,"Foreign body in eyes","Fracture of sternum or rib(s)"
.5314857,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
.0004317,"Self-harm","Fracture of sternum or rib(s)"
4.094566,"Other road injuries","Fracture of vertebral column"
35.09465,"Motorcyclist road injuries","Fracture of vertebral column"
1.691411,"Assault by sharp object","Fracture of vertebral column"
.6811708,"Poisonings","Fracture of vertebral column"
883.1144,"Other unintentional injuries","Fracture of vertebral column"
1.575472,"Foreign body in other body part","Fracture of vertebral column"
553.9857,"Falls","Fracture of vertebral column"
48.1286,"Unintentional firearm injuries","Fracture of vertebral column"
499.3597,"Road injuries","Fracture of vertebral column"
.9349616,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
7.222887,"Assault by firearm","Fracture of vertebral column"
98.05889,"Cyclist road injuries","Fracture of vertebral column"
2.227087,"Self-harm","Fracture of vertebral column"
198.1738,"Motor vehicle road injuries","Fracture of vertebral column"
19.61823,"Assault by other means","Fracture of vertebral column"
617.2754,"Other exposure to mechanical forces","Fracture of vertebral column"
.390341,"Foreign body in eyes","Fracture of vertebral column"
63.62747,"Unintentional suffocation","Fracture of vertebral column"
42.58931,"Fire, heat, and hot substances","Fracture of vertebral column"
10.52837,"Non-venomous animal contact","Fracture of vertebral column"
173.7868,"Other transport injuries","Fracture of vertebral column"
12.22048,"Animal contact","Fracture of vertebral column"
729.0315,"Exposure to mechanical forces","Fracture of vertebral column"
1.692115,"Venomous animal contact","Fracture of vertebral column"
