value,source,target
2.560456,"Unintentional firearm injuries","Dislocation of shoulder"
1.126076,"Other road injuries","Dislocation of shoulder"
6.543558,"Cyclist road injuries","Dislocation of shoulder"
2.75459,"Assault by other means","Dislocation of shoulder"
46.33538,"Fire, heat, and hot substances","Dislocation of shoulder"
15.01013,"Animal contact","Dislocation of shoulder"
19.8063,"Other exposure to mechanical forces","Dislocation of shoulder"
18.90118,"Drowning","Dislocation of shoulder"
23.03669,"Exposure to mechanical forces","Dislocation of shoulder"
18.23663,"Motorcyclist road injuries","Other injuries of muscle & tendon and other dislocations"
4.782593,"Non-venomous animal contact","Other injuries of muscle & tendon and other dislocations"
20.15084,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations"
9.734897,"Animal contact","Other injuries of muscle & tendon and other dislocations"
1.703253,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations"
21.82914,"Pedestrian road injuries by road vehicle","Other injuries of muscle & tendon and other dislocations"
3.692238,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations"
2.091612,"Self-harm","Other injuries of muscle & tendon and other dislocations"
82.12167,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
12.25031,"Other unintentional injuries","Other injuries of muscle & tendon and other dislocations"
.3566664,"Assault by firearm","Other injuries of muscle & tendon and other dislocations"
.2011525,"Poisonings","Other injuries of muscle & tendon and other dislocations"
.2153273,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations"
119.1097,"Falls","Other injuries of muscle & tendon and other dislocations"
8.259268,"Interpersonal violence","Other injuries of muscle & tendon and other dislocations"
11.40613,"Other transport injuries","Other injuries of muscle & tendon and other dislocations"
1.047895,"Other road injuries","Other injuries of muscle & tendon and other dislocations"
72.63983,"Road injuries","Other injuries of muscle & tendon and other dislocations"
85.93824,"Exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations"
.3398785,"Unintentional suffocation","Other injuries of muscle & tendon and other dislocations"
3.476701,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations"
4.210362,"Assault by other means","Other injuries of muscle & tendon and other dislocations"
4.952304,"Venomous animal contact","Other injuries of muscle & tendon and other dislocations"
24.58275,"Motor vehicle road injuries","Other injuries of muscle & tendon and other dislocations"
6.943429,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations"
1.665782,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations"
9.249546,"Drowning","Other injuries of muscle & tendon and other dislocations"
3.574181,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
.3559054,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
17.53412,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus"
3.105778,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
11.69902,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus"
.1277903,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
.0120161,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus"
2.549373,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus"
3.753368,"Animal contact","Fracture of clavicle, scapula, or humerus"
3.779282,"Assault by other means","Fracture of clavicle, scapula, or humerus"
5.933091,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
.8019684,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
.1342223,"Poisonings","Fracture of clavicle, scapula, or humerus"
69.46774,"Exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
25.28923,"Other transport injuries","Fracture of clavicle, scapula, or humerus"
126.1312,"Falls","Fracture of clavicle, scapula, or humerus"
12.55957,"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus"
1.203995,"Venomous animal contact","Fracture of clavicle, scapula, or humerus"
62.78777,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
60.30157,"Road injuries","Fracture of clavicle, scapula, or humerus"
16.67637,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus"
.059336,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
17.36783,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus"
.1442674,"Self-harm","Fracture of clavicle, scapula, or humerus"
4.937157,"Interpersonal violence","Fracture of clavicle, scapula, or humerus"
5.744167,"Drowning","Fracture of clavicle, scapula, or humerus"
1.832501,"Other road injuries","Fracture of clavicle, scapula, or humerus"
2.333297,"Fire, heat, and hot substances","Fracture of face bone"
.7313605,"Other unintentional injuries","Fracture of face bone"
.0541649,"Self-harm","Fracture of face bone"
1.485171,"Interpersonal violence","Fracture of face bone"
.0136644,"Foreign body in eyes","Fracture of face bone"
.0545164,"Foreign body in other body part","Fracture of face bone"
7.768474,"Falls","Fracture of face bone"
.0845026,"Assault by sharp object","Fracture of face bone"
2.647358,"Motor vehicle road injuries","Fracture of face bone"
.9988675,"Non-venomous animal contact","Fracture of face bone"
2.341126,"Other transport injuries","Fracture of face bone"
.0190659,"Poisonings","Fracture of face bone"
2.121906,"Pedestrian road injuries by road vehicle","Fracture of face bone"
1.283699,"Assault by other means","Fracture of face bone"
2.069234,"Motorcyclist road injuries","Fracture of face bone"
7.980397,"Road injuries","Fracture of face bone"
.0342124,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
1.29988,"Animal contact","Fracture of face bone"
4.172585,"Other exposure to mechanical forces","Fracture of face bone"
.4529949,"Drowning","Fracture of face bone"
.0965532,"Other road injuries","Fracture of face bone"
.4194512,"Unintentional firearm injuries","Fracture of face bone"
.1169691,"Assault by firearm","Fracture of face bone"
4.617353,"Exposure to mechanical forces","Fracture of face bone"
.3010125,"Venomous animal contact","Fracture of face bone"
1.045345,"Cyclist road injuries","Fracture of face bone"
.0253158,"Unintentional suffocation","Fracture of face bone"
.4199003,"Assault by firearm","Fracture of foot bone"
.3955134,"Other road injuries","Fracture of foot bone"
.2036462,"Foreign body in other body part","Fracture of foot bone"
8.548434,"Fire, heat, and hot substances","Fracture of foot bone"
.1566644,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
.9174829,"Venomous animal contact","Fracture of foot bone"
1.75926,"Interpersonal violence","Fracture of foot bone"
65.74783,"Falls","Fracture of foot bone"
3.839451,"Drowning","Fracture of foot bone"
4.110129,"Animal contact","Fracture of foot bone"
12.05544,"Motorcyclist road injuries","Fracture of foot bone"
.0904232,"Unintentional suffocation","Fracture of foot bone"
42.17369,"Road injuries","Fracture of foot bone"
9.23166,"Other transport injuries","Fracture of foot bone"
.4641204,"Self-harm","Fracture of foot bone"
12.38022,"Motor vehicle road injuries","Fracture of foot bone"
3.034833,"Cyclist road injuries","Fracture of foot bone"
.1286642,"Foreign body in eyes","Fracture of foot bone"
28.19861,"Other exposure to mechanical forces","Fracture of foot bone"
3.192647,"Non-venomous animal contact","Fracture of foot bone"
30.6444,"Exposure to mechanical forces","Fracture of foot bone"
16.85832,"Other unintentional injuries","Fracture of foot bone"
14.30769,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
.0922702,"Poisonings","Fracture of foot bone"
.4164476,"Assault by sharp object","Fracture of foot bone"
.9229125,"Assault by other means","Fracture of foot bone"
2.35536,"Unintentional firearm injuries","Fracture of foot bone"
.0819649,"Foreign body in eyes","Fracture of hand bone"
.9230478,"Other road injuries","Fracture of hand bone"
67.78555,"Road injuries","Fracture of hand bone"
17.18784,"Cyclist road injuries","Fracture of hand bone"
17.88673,"Interpersonal violence","Fracture of hand bone"
601.0875,"Exposure to mechanical forces","Fracture of hand bone"
138.9759,"Falls","Fracture of hand bone"
8.303766,"Unintentional suffocation","Fracture of hand bone"
.835049,"Self-harm","Fracture of hand bone"
15.88555,"Animal contact","Fracture of hand bone"
81.98257,"Other unintentional injuries","Fracture of hand bone"
16.66366,"Fire, heat, and hot substances","Fracture of hand bone"
1.040831,"Foreign body in other body part","Fracture of hand bone"
68.71959,"Other transport injuries","Fracture of hand bone"
15.44379,"Motorcyclist road injuries","Fracture of hand bone"
577.4191,"Other exposure to mechanical forces","Fracture of hand bone"
15.36478,"Unintentional firearm injuries","Fracture of hand bone"
11.51755,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
1.845759,"Assault by sharp object","Fracture of hand bone"
.1118601,"Poisonings","Fracture of hand bone"
22.71332,"Motor vehicle road injuries","Fracture of hand bone"
6.026147,"Drowning","Fracture of hand bone"
5.266615,"Venomous animal contact","Fracture of hand bone"
.3216404,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
10.61893,"Non-venomous animal contact","Fracture of hand bone"
14.67716,"Assault by other means","Fracture of hand bone"
1.363818,"Assault by firearm","Fracture of hand bone"
214.7512,"Other transport injuries","Fracture of neck of femur"
798.9415,"Road injuries","Fracture of neck of femur"
150.5349,"Foreign body in eyes","Fracture of neck of femur"
146.3017,"Motorcyclist road injuries","Fracture of neck of femur"
5.891029,"Self-harm","Fracture of neck of femur"
139.8363,"Fire, heat, and hot substances","Fracture of neck of femur"
80.16851,"Unintentional firearm injuries","Fracture of neck of femur"
23.40251,"Assault by other means","Fracture of neck of femur"
8.597019,"Non-venomous animal contact","Fracture of neck of femur"
5.329735,"Assault by firearm","Fracture of neck of femur"
24.17969,"Venomous animal contact","Fracture of neck of femur"
497.6148,"Drowning","Fracture of neck of femur"
8.475712,"Assault by sharp object","Fracture of neck of femur"
4.126769,"Foreign body in other body part","Fracture of neck of femur"
191.6884,"Exposure to mechanical forces","Fracture of neck of femur"
2.136622,"Unintentional suffocation","Fracture of neck of femur"
32.7767,"Animal contact","Fracture of neck of femur"
1890.515,"Falls","Fracture of neck of femur"
27.71575,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
264.3232,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
67.09631,"Other unintentional injuries","Fracture of neck of femur"
109.3833,"Other exposure to mechanical forces","Fracture of neck of femur"
37.20795,"Interpersonal violence","Fracture of neck of femur"
41.85178,"Other road injuries","Fracture of neck of femur"
293.0685,"Motor vehicle road injuries","Fracture of neck of femur"
5.703891,"Poisonings","Fracture of neck of femur"
53.39618,"Cyclist road injuries","Fracture of neck of femur"
708.5508,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
82.31748,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
571.5236,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
50.74441,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
5.803973,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
364.1108,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
6.95158,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
696.6024,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
59.54935,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
63.7057,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
14.33782,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
18.61179,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
572.5408,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
16.852,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
1862.438,"Falls","Fracture of patella, tibia, fibula, or ankle"
268.6964,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
.9478659,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
74.33439,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
117.0124,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
1.827242,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
1.873144,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
447.744,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
3.235518,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
86.90996,"Drowning","Fracture of patella, tibia, fibula, or ankle"
1479.138,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
38.25996,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
256.9381,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
108.0588,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
106.5258,"Falls","Fracture of pelvis"
78.79802,"Exposure to mechanical forces","Fracture of pelvis"
2.903172,"Other road injuries","Fracture of pelvis"
2.713228,"Unintentional suffocation","Fracture of pelvis"
11.1279,"Unintentional firearm injuries","Fracture of pelvis"
9.076588,"Animal contact","Fracture of pelvis"
10.14447,"Interpersonal violence","Fracture of pelvis"
.4218285,"Poisonings","Fracture of pelvis"
.705953,"Assault by sharp object","Fracture of pelvis"
10.14059,"Drowning","Fracture of pelvis"
133.7827,"Motor vehicle road injuries","Fracture of pelvis"
.2562557,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
20.44372,"Cyclist road injuries","Fracture of pelvis"
50.70926,"Other unintentional injuries","Fracture of pelvis"
32.65665,"Motorcyclist road injuries","Fracture of pelvis"
19.25176,"Fire, heat, and hot substances","Fracture of pelvis"
.2734246,"Foreign body in eyes","Fracture of pelvis"
3.95029,"Assault by firearm","Fracture of pelvis"
.2303131,"Foreign body in other body part","Fracture of pelvis"
152.519,"Other transport injuries","Fracture of pelvis"
.9277158,"Self-harm","Fracture of pelvis"
3.618268,"Non-venomous animal contact","Fracture of pelvis"
64.95688,"Other exposure to mechanical forces","Fracture of pelvis"
5.458318,"Venomous animal contact","Fracture of pelvis"
5.48823,"Assault by other means","Fracture of pelvis"
297.845,"Road injuries","Fracture of pelvis"
1.191406,"Drowning","Fracture of radius or ulna"
.3559572,"Assault by firearm","Fracture of radius or ulna"
1.946661,"Non-venomous animal contact","Fracture of radius or ulna"
29.64107,"Exposure to mechanical forces","Fracture of radius or ulna"
1.225997,"Unintentional firearm injuries","Fracture of radius or ulna"
1.929698,"Other road injuries","Fracture of radius or ulna"
26.05924,"Motor vehicle road injuries","Fracture of radius or ulna"
30.2296,"Other unintentional injuries","Fracture of radius or ulna"
27.00476,"Other exposure to mechanical forces","Fracture of radius or ulna"
12.12965,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
2.259973,"Fire, heat, and hot substances","Fracture of radius or ulna"
78.37555,"Road injuries","Fracture of radius or ulna"
10.78067,"Motorcyclist road injuries","Fracture of radius or ulna"
.0249157,"Foreign body in eyes","Fracture of radius or ulna"
4.532689,"Interpersonal violence","Fracture of radius or ulna"
.177265,"Assault by sharp object","Fracture of radius or ulna"
.2885422,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
48.07318,"Other transport injuries","Fracture of radius or ulna"
3.999468,"Assault by other means","Fracture of radius or ulna"
.3879474,"Venomous animal contact","Fracture of radius or ulna"
2.334608,"Animal contact","Fracture of radius or ulna"
.1554937,"Foreign body in other body part","Fracture of radius or ulna"
395.5195,"Falls","Fracture of radius or ulna"
.0712785,"Poisonings","Fracture of radius or ulna"
27.4763,"Cyclist road injuries","Fracture of radius or ulna"
1.410302,"Unintentional suffocation","Fracture of radius or ulna"
.1260302,"Self-harm","Fracture of radius or ulna"
55.31796,"Motor vehicle road injuries","Fracture of skull"
6.307554,"Animal contact","Fracture of skull"
16.93184,"Interpersonal violence","Fracture of skull"
5.149482,"Non-venomous animal contact","Fracture of skull"
.0724533,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
21.74868,"Motorcyclist road injuries","Fracture of skull"
69.31937,"Other transport injuries","Fracture of skull"
.1611498,"Drowning","Fracture of skull"
5.880395,"Fire, heat, and hot substances","Fracture of skull"
.7626033,"Foreign body in eyes","Fracture of skull"
2.473043,"Assault by firearm","Fracture of skull"
.1053144,"Poisonings","Fracture of skull"
3.038871,"Assault by sharp object","Fracture of skull"
.2061804,"Self-harm","Fracture of skull"
61.64446,"Other exposure to mechanical forces","Fracture of skull"
.575555,"Other road injuries","Fracture of skull"
168.6514,"Falls","Fracture of skull"
.8881687,"Foreign body in other body part","Fracture of skull"
7.803399,"Unintentional suffocation","Fracture of skull"
1.158071,"Venomous animal contact","Fracture of skull"
11.90944,"Other unintentional injuries","Fracture of skull"
76.19016,"Exposure to mechanical forces","Fracture of skull"
6.742301,"Unintentional firearm injuries","Fracture of skull"
11.41993,"Assault by other means","Fracture of skull"
53.69317,"Pedestrian road injuries by road vehicle","Fracture of skull"
13.3106,"Cyclist road injuries","Fracture of skull"
144.646,"Road injuries","Fracture of skull"
.000191,"Assault by firearm","Fracture of sternum or rib(s)"
.1874449,"Cyclist road injuries","Fracture of sternum or rib(s)"
.0061311,"Unintentional suffocation","Fracture of sternum or rib(s)"
.0202164,"Other road injuries","Fracture of sternum or rib(s)"
.00238,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.0004568,"Self-harm","Fracture of sternum or rib(s)"
.0001875,"Poisonings","Fracture of sternum or rib(s)"
.0223279,"Non-venomous animal contact","Fracture of sternum or rib(s)"
.0003001,"Venomous animal contact","Fracture of sternum or rib(s)"
.001958,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
.5612785,"Other unintentional injuries","Fracture of sternum or rib(s)"
.0040381,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.0559721,"Interpersonal violence","Fracture of sternum or rib(s)"
.1662341,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
.4712873,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
.0428717,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
.0001192,"Foreign body in eyes","Fracture of sternum or rib(s)"
.4611182,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
.0035426,"Drowning","Fracture of sternum or rib(s)"
4.398758,"Falls","Fracture of sternum or rib(s)"
.0005122,"Assault by sharp object","Fracture of sternum or rib(s)"
.0002157,"Foreign body in other body part","Fracture of sternum or rib(s)"
1.435046,"Road injuries","Fracture of sternum or rib(s)"
.3630575,"Other transport injuries","Fracture of sternum or rib(s)"
.022628,"Animal contact","Fracture of sternum or rib(s)"
.0552688,"Assault by other means","Fracture of sternum or rib(s)"
1.018279,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
34.05245,"Motorcyclist road injuries","Fracture of vertebral column"
3.9983,"Other road injuries","Fracture of vertebral column"
527.4964,"Other exposure to mechanical forces","Fracture of vertebral column"
.6838073,"Poisonings","Fracture of vertebral column"
450.6374,"Road injuries","Fracture of vertebral column"
43.76282,"Fire, heat, and hot substances","Fracture of vertebral column"
49.81924,"Unintentional suffocation","Fracture of vertebral column"
.8616102,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
2.012101,"Venomous animal contact","Fracture of vertebral column"
.3568722,"Foreign body in eyes","Fracture of vertebral column"
28.28431,"Interpersonal violence","Fracture of vertebral column"
6.717729,"Drowning","Fracture of vertebral column"
841.9332,"Other unintentional injuries","Fracture of vertebral column"
1.581543,"Assault by sharp object","Fracture of vertebral column"
19.42988,"Assault by other means","Fracture of vertebral column"
491.5938,"Falls","Fracture of vertebral column"
173.6729,"Motor vehicle road injuries","Fracture of vertebral column"
7.272893,"Assault by firearm","Fracture of vertebral column"
613.8652,"Exposure to mechanical forces","Fracture of vertebral column"
1.45345,"Foreign body in other body part","Fracture of vertebral column"
11.9199,"Non-venomous animal contact","Fracture of vertebral column"
141.4102,"Pedestrian road injuries by road vehicle","Fracture of vertebral column"
13.932,"Animal contact","Fracture of vertebral column"
156.579,"Other transport injuries","Fracture of vertebral column"
2.538478,"Self-harm","Fracture of vertebral column"
97.50353,"Cyclist road injuries","Fracture of vertebral column"
36.54952,"Unintentional firearm injuries","Fracture of vertebral column"
.797909,"Foreign body in other body part","Fracture of femur, other than femoral neck"
13.07985,"Unintentional suffocation","Fracture of femur, other than femoral neck"
1.866698,"Self-harm","Fracture of femur, other than femoral neck"
7.974594,"Venomous animal contact","Fracture of femur, other than femoral neck"
140.4457,"Other transport injuries","Fracture of femur, other than femoral neck"
499.6768,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck"
554.0005,"Exposure to mechanical forces","Fracture of femur, other than femoral neck"
651.3535,"Road injuries","Fracture of femur, other than femoral neck"
41.24387,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
32.00871,"Assault by other means","Fracture of femur, other than femoral neck"
.4394045,"Foreign body in eyes","Fracture of femur, other than femoral neck"
3.876112,"Assault by sharp object","Fracture of femur, other than femoral neck"
22.8457,"Non-venomous animal contact","Fracture of femur, other than femoral neck"
57.46679,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
4.259478,"Other road injuries","Fracture of femur, other than femoral neck"
195.0623,"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck"
43.18708,"Interpersonal violence","Fracture of femur, other than femoral neck"
7.302262,"Assault by firearm","Fracture of femur, other than femoral neck"
.4963724,"Poisonings","Fracture of femur, other than femoral neck"
267.9816,"Motor vehicle road injuries","Fracture of femur, other than femoral neck"
42.20738,"Cyclist road injuries","Fracture of femur, other than femoral neck"
141.8426,"Motorcyclist road injuries","Fracture of femur, other than femoral neck"
32.313,"Drowning","Fracture of femur, other than femoral neck"
108.9837,"Other unintentional injuries","Fracture of femur, other than femoral neck"
591.5885,"Falls","Fracture of femur, other than femoral neck"
1.220696,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
30.8203,"Animal contact","Fracture of femur, other than femoral neck"
83.49694,"Motor vehicle road injuries","Minor traumatic brain injury"
192.3945,"Road injuries","Minor traumatic brain injury"
32.86076,"Interpersonal violence","Minor traumatic brain injury"
1.412049,"Assault by sharp object","Minor traumatic brain injury"
.1983134,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury"
2.446571,"Other road injuries","Minor traumatic brain injury"
.2766084,"Foreign body in eyes","Minor traumatic brain injury"
55.8466,"Other transport injuries","Minor traumatic brain injury"
42.21721,"Cyclist road injuries","Minor traumatic brain injury"
2.721793,"Unintentional suffocation","Minor traumatic brain injury"
43.81076,"Pedestrian road injuries by road vehicle","Minor traumatic brain injury"
2.459043,"Unintentional firearm injuries","Minor traumatic brain injury"
1.642146,"Assault by firearm","Minor traumatic brain injury"
.2497914,"Foreign body in other body part","Minor traumatic brain injury"
.5044218,"Self-harm","Minor traumatic brain injury"
.3244295,"Poisonings","Minor traumatic brain injury"
122.3885,"Falls","Minor traumatic brain injury"
10.45202,"Animal contact","Minor traumatic brain injury"
5.138947,"Drowning","Minor traumatic brain injury"
131.5479,"Other exposure to mechanical forces","Minor traumatic brain injury"
21.89806,"Other unintentional injuries","Minor traumatic brain injury"
136.7287,"Exposure to mechanical forces","Minor traumatic brain injury"
8.234482,"Non-venomous animal contact","Minor traumatic brain injury"
20.42301,"Motorcyclist road injuries","Minor traumatic brain injury"
2.21754,"Venomous animal contact","Minor traumatic brain injury"
12.12829,"Fire, heat, and hot substances","Minor traumatic brain injury"
29.80657,"Assault by other means","Minor traumatic brain injury"
6.365574,"Venomous animal contact","Moderate to severe traumatic brain injury"
114.8979,"Cyclist road injuries","Moderate to severe traumatic brain injury"
2.647857,"Self-harm","Moderate to severe traumatic brain injury"
168.7728,"Motorcyclist road injuries","Moderate to severe traumatic brain injury"
16.51255,"Drowning","Moderate to severe traumatic brain injury"
246.5561,"Pedestrian road injuries by road vehicle","Moderate to severe traumatic brain injury"
846.5349,"Road injuries","Moderate to severe traumatic brain injury"
24.91552,"Animal contact","Moderate to severe traumatic brain injury"
4.073371,"Assault by sharp object","Moderate to severe traumatic brain injury"
4.157366,"Assault by firearm","Moderate to severe traumatic brain injury"
701.8652,"Falls","Moderate to severe traumatic brain injury"
44.01852,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury"
9.206696,"Unintentional firearm injuries","Moderate to severe traumatic brain injury"
302.4516,"Motor vehicle road injuries","Moderate to severe traumatic brain injury"
168.4473,"Other exposure to mechanical forces","Moderate to severe traumatic brain injury"
186.8254,"Exposure to mechanical forces","Moderate to severe traumatic brain injury"
.7610139,"Poisonings","Moderate to severe traumatic brain injury"
13.85644,"Other road injuries","Moderate to severe traumatic brain injury"
