value,source,target
1.539113,"Other road injuries","Other injuries of muscle & tendon and other dislocations"
11.05477,"Drowning","Other injuries of muscle & tendon and other dislocations"
4.366512,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations"
2.473978,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations"
3.717684,"Venomous animal contact","Other injuries of muscle & tendon and other dislocations"
1.529181,"Self-harm","Other injuries of muscle & tendon and other dislocations"
11.45299,"Other transport injuries","Other injuries of muscle & tendon and other dislocations"
37.86187,"Pedestrian road injuries by road vehicle","Other injuries of muscle & tendon and other dislocations"
3.78715,"Assault by other means","Fracture of clavicle, scapula, or humerus"
20.5862,"Other transport injuries","Fracture of clavicle, scapula, or humerus"
.1049241,"Self-harm","Fracture of clavicle, scapula, or humerus"
2.916558,"Other road injuries","Fracture of clavicle, scapula, or humerus"
.3811128,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
.1645489,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus"
16.89139,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus"
.1433553,"Poisonings","Fracture of clavicle, scapula, or humerus"
.9997002,"Assault by sharp object","Fracture of clavicle, scapula, or humerus"
20.10181,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus"
5.167964,"Interpersonal violence","Fracture of clavicle, scapula, or humerus"
18.08636,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus"
82.12532,"Road injuries","Fracture of clavicle, scapula, or humerus"
2.164876,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus"
4.318089,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
173.9536,"Falls","Fracture of clavicle, scapula, or humerus"
28.54946,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus"
6.040444,"Drowning","Fracture of clavicle, scapula, or humerus"
3.097416,"Animal contact","Fracture of clavicle, scapula, or humerus"
.0164822,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus"
12.47114,"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus"
4.101359,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
5.062642,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
.081431,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
74.61414,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
83.77812,"Exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
.9325373,"Venomous animal contact","Fracture of clavicle, scapula, or humerus"
1.493176,"Cyclist road injuries","Fracture of face bone"
2.460917,"Other transport injuries","Fracture of face bone"
.5557358,"Drowning","Fracture of face bone"
12.35357,"Falls","Fracture of face bone"
1.764889,"Fire, heat, and hot substances","Fracture of face bone"
.0462645,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
.1134232,"Assault by sharp object","Fracture of face bone"
2.306894,"Motorcyclist road injuries","Fracture of face bone"
1.05268,"Animal contact","Fracture of face bone"
.1448377,"Assault by firearm","Fracture of face bone"
.2422618,"Venomous animal contact","Fracture of face bone"
.0435066,"Self-harm","Fracture of face bone"
.018992,"Foreign body in eyes","Fracture of face bone"
1.685213,"Interpersonal violence","Fracture of face bone"
.8104177,"Non-venomous animal contact","Fracture of face bone"
3.732114,"Pedestrian road injuries by road vehicle","Fracture of face bone"
.1448424,"Other road injuries","Fracture of face bone"
1.426952,"Assault by other means","Fracture of face bone"
6.059048,"Exposure to mechanical forces","Fracture of face bone"
4.695347,"Motor vehicle road injuries","Fracture of face bone"
.0223248,"Poisonings","Fracture of face bone"
.0863442,"Foreign body in other body part","Fracture of face bone"
5.399457,"Other exposure to mechanical forces","Fracture of face bone"
.6197574,"Unintentional firearm injuries","Fracture of face bone"
.861694,"Other unintentional injuries","Fracture of face bone"
.0398319,"Unintentional suffocation","Fracture of face bone"
12.37237,"Road injuries","Fracture of face bone"
2.791616,"Non-venomous animal contact","Fracture of foot bone"
.3154105,"Foreign body in other body part","Fracture of foot bone"
.7416618,"Venomous animal contact","Fracture of foot bone"
41.54931,"Other exposure to mechanical forces","Fracture of foot bone"
.5747883,"Other road injuries","Fracture of foot bone"
2.004889,"Interpersonal violence","Fracture of foot bone"
3.533279,"Animal contact","Fracture of foot bone"
.1872291,"Foreign body in eyes","Fracture of foot bone"
.5208061,"Assault by sharp object","Fracture of foot bone"
65.30704,"Road injuries","Fracture of foot bone"
.1146127,"Poisonings","Fracture of foot bone"
7.012532,"Fire, heat, and hot substances","Fracture of foot bone"
25.85007,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
.9959708,"Assault by other means","Fracture of foot bone"
14.61221,"Motorcyclist road injuries","Fracture of foot bone"
10.17362,"Other transport injuries","Fracture of foot bone"
109.2948,"Falls","Fracture of foot bone"
4.476482,"Cyclist road injuries","Fracture of foot bone"
.1500854,"Unintentional suffocation","Fracture of foot bone"
45.13833,"Exposure to mechanical forces","Fracture of foot bone"
23.88269,"Other unintentional injuries","Fracture of foot bone"
.4198326,"Self-harm","Fracture of foot bone"
.4881121,"Assault by firearm","Fracture of foot bone"
5.072367,"Drowning","Fracture of foot bone"
19.79351,"Motor vehicle road injuries","Fracture of foot bone"
.2182699,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
3.438941,"Unintentional firearm injuries","Fracture of foot bone"
1.382243,"Other road injuries","Fracture of hand bone"
1.440017,"Foreign body in other body part","Fracture of hand bone"
733.0667,"Exposure to mechanical forces","Fracture of hand bone"
20.54598,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
61.36911,"Other transport injuries","Fracture of hand bone"
19.23419,"Interpersonal violence","Fracture of hand bone"
1.468331,"Assault by firearm","Fracture of hand bone"
.1220883,"Poisonings","Fracture of hand bone"
13.79056,"Animal contact","Fracture of hand bone"
91.22381,"Road injuries","Fracture of hand bone"
7.009663,"Drowning","Fracture of hand bone"
700.7605,"Other exposure to mechanical forces","Fracture of hand bone"
196.7874,"Falls","Fracture of hand bone"
80.70954,"Other unintentional injuries","Fracture of hand bone"
15.46835,"Assault by other means","Fracture of hand bone"
2.297505,"Assault by sharp object","Fracture of hand bone"
.4141529,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
11.25319,"Unintentional suffocation","Fracture of hand bone"
12.31027,"Fire, heat, and hot substances","Fracture of hand bone"
20.11717,"Cyclist road injuries","Fracture of hand bone"
.6070603,"Self-harm","Fracture of hand bone"
4.098228,"Venomous animal contact","Fracture of hand bone"
.111248,"Foreign body in eyes","Fracture of hand bone"
21.05301,"Unintentional firearm injuries","Fracture of hand bone"
9.69233,"Non-venomous animal contact","Fracture of hand bone"
33.14957,"Motor vehicle road injuries","Fracture of hand bone"
16.02884,"Motorcyclist road injuries","Fracture of hand bone"
7.651734,"Assault by sharp object","Fracture of neck of femur"
3.794011,"Assault by firearm","Fracture of neck of femur"
323.8319,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
21.21806,"Animal contact","Fracture of neck of femur"
6.019304,"Non-venomous animal contact","Fracture of neck of femur"
412.9254,"Drowning","Fracture of neck of femur"
859.5616,"Road injuries","Fracture of neck of femur"
45.67186,"Other road injuries","Fracture of neck of femur"
2.103699,"Unintentional suffocation","Fracture of neck of femur"
81.0676,"Unintentional firearm injuries","Fracture of neck of femur"
2.834062,"Self-harm","Fracture of neck of femur"
84.07788,"Fire, heat, and hot substances","Fracture of neck of femur"
53.42801,"Other unintentional injuries","Fracture of neck of femur"
107.783,"Motorcyclist road injuries","Fracture of neck of femur"
3.393431,"Poisonings","Fracture of neck of femur"
179.5441,"Exposure to mechanical forces","Fracture of neck of femur"
15.19876,"Venomous animal contact","Fracture of neck of femur"
335.5308,"Motor vehicle road injuries","Fracture of neck of femur"
1869.983,"Falls","Fracture of neck of femur"
96.37281,"Other exposure to mechanical forces","Fracture of neck of femur"
27.68586,"Interpersonal violence","Fracture of neck of femur"
167.035,"Other transport injuries","Fracture of neck of femur"
16.24011,"Assault by other means","Fracture of neck of femur"
4.066869,"Foreign body in other body part","Fracture of neck of femur"
24.8613,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
4.877455,"Foreign body in eyes","Fracture of neck of femur"
46.74432,"Cyclist road injuries","Fracture of neck of femur"
64.86622,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
25.75591,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
14.3953,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
3.427778,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
70.10842,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
89.37744,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
709.0104,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
101.6183,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
321.937,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
534.2902,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
933.2607,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
2171.552,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
8.65558,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
288.3724,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
16.26739,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
55.71312,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
1.315448,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
115.3833,"Drowning","Fracture of patella, tibia, fibula, or ankle"
71.50702,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
39.94325,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
4.531634,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
602.2263,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
2867.737,"Falls","Fracture of patella, tibia, fibula, or ankle"
730.3329,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
2.710338,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
882.1356,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
2.324971,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
30.69112,"Motorcyclist road injuries","Fracture of pelvis"
.3786973,"Foreign body in eyes","Fracture of pelvis"
191.6395,"Motor vehicle road injuries","Fracture of pelvis"
3.942797,"Other road injuries","Fracture of pelvis"
.3138262,"Foreign body in other body part","Fracture of pelvis"
.8725778,"Assault by sharp object","Fracture of pelvis"
4.378857,"Venomous animal contact","Fracture of pelvis"
22.43382,"Cyclist road injuries","Fracture of pelvis"
.7422348,"Self-harm","Fracture of pelvis"
.4429982,"Poisonings","Fracture of pelvis"
415.0166,"Road injuries","Fracture of pelvis"
3.071761,"Non-venomous animal contact","Fracture of pelvis"
56.38637,"Other unintentional injuries","Fracture of pelvis"
7.450619,"Animal contact","Fracture of pelvis"
166.3094,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
3.814612,"Unintentional suffocation","Fracture of pelvis"
.311546,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
5.818513,"Assault by other means","Fracture of pelvis"
14.66526,"Fire, heat, and hot substances","Fracture of pelvis"
172.0524,"Falls","Fracture of pelvis"
10.89753,"Interpersonal violence","Fracture of pelvis"
15.35104,"Unintentional firearm injuries","Fracture of pelvis"
150.1058,"Other transport injuries","Fracture of pelvis"
10.0606,"Drowning","Fracture of pelvis"
4.20644,"Assault by firearm","Fracture of pelvis"
99.65736,"Exposure to mechanical forces","Fracture of pelvis"
80.49169,"Other exposure to mechanical forces","Fracture of pelvis"
674.0349,"Falls","Fracture of radius or ulna"
18.11254,"Motorcyclist road injuries","Fracture of radius or ulna"
42.38876,"Other exposure to mechanical forces","Fracture of radius or ulna"
5.382764,"Interpersonal violence","Fracture of radius or ulna"
2.345485,"Non-venomous animal contact","Fracture of radius or ulna"
.4153669,"Assault by firearm","Fracture of radius or ulna"
2.768366,"Fire, heat, and hot substances","Fracture of radius or ulna"
.1195647,"Self-harm","Fracture of radius or ulna"
46.71833,"Exposure to mechanical forces","Fracture of radius or ulna"
.1047059,"Poisonings","Fracture of radius or ulna"
.0383228,"Foreign body in eyes","Fracture of radius or ulna"
45.21261,"Motor vehicle road injuries","Fracture of radius or ulna"
.2082641,"Assault by sharp object","Fracture of radius or ulna"
43.72496,"Other unintentional injuries","Fracture of radius or ulna"
2.671333,"Other road injuries","Fracture of radius or ulna"
2.061103,"Drowning","Fracture of radius or ulna"
.4224263,"Venomous animal contact","Fracture of radius or ulna"
1.92418,"Unintentional firearm injuries","Fracture of radius or ulna"
4.759132,"Assault by other means","Fracture of radius or ulna"
129.8595,"Road injuries","Fracture of radius or ulna"
2.767911,"Animal contact","Fracture of radius or ulna"
40.75725,"Cyclist road injuries","Fracture of radius or ulna"
2.405387,"Unintentional suffocation","Fracture of radius or ulna"
.5020581,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
23.10572,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
63.97352,"Other transport injuries","Fracture of radius or ulna"
.2857365,"Foreign body in other body part","Fracture of radius or ulna"
234.1475,"Falls","Fracture of skull"
.176235,"Self-harm","Fracture of skull"
94.15656,"Exposure to mechanical forces","Fracture of skull"
12.24225,"Assault by other means","Fracture of skull"
.0839845,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
80.71413,"Motor vehicle road injuries","Fracture of skull"
82.62986,"Pedestrian road injuries by road vehicle","Fracture of skull"
21.25665,"Motorcyclist road injuries","Fracture of skull"
1.264256,"Foreign body in other body part","Fracture of skull"
12.61002,"Other unintentional injuries","Fracture of skull"
3.641312,"Assault by sharp object","Fracture of skull"
14.29397,"Cyclist road injuries","Fracture of skull"
.8054527,"Other road injuries","Fracture of skull"
.1608335,"Drowning","Fracture of skull"
73.96157,"Other exposure to mechanical forces","Fracture of skull"
4.332238,"Non-venomous animal contact","Fracture of skull"
.1056322,"Poisonings","Fracture of skull"
1.077579,"Foreign body in eyes","Fracture of skull"
.9761243,"Venomous animal contact","Fracture of skull"
9.118115,"Unintentional firearm injuries","Fracture of skull"
199.7001,"Road injuries","Fracture of skull"
55.72005,"Other transport injuries","Fracture of skull"
11.07688,"Unintentional suffocation","Fracture of skull"
18.70652,"Interpersonal violence","Fracture of skull"
5.308362,"Animal contact","Fracture of skull"
2.822953,"Assault by firearm","Fracture of skull"
4.430099,"Fire, heat, and hot substances","Fracture of skull"
.074646,"Assault by other means","Fracture of sternum or rib(s)"
.7466947,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
.0322661,"Other road injuries","Fracture of sternum or rib(s)"
.0042151,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.0756382,"Interpersonal violence","Fracture of sternum or rib(s)"
.8468575,"Other unintentional injuries","Fracture of sternum or rib(s)"
.006409,"Drowning","Fracture of sternum or rib(s)"
1.691904,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
7.146866,"Falls","Fracture of sternum or rib(s)"
.5328534,"Other transport injuries","Fracture of sternum or rib(s)"
.0002818,"Poisonings","Fracture of sternum or rib(s)"
.3525829,"Cyclist road injuries","Fracture of sternum or rib(s)"
.0026574,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
2.49281,"Road injuries","Fracture of sternum or rib(s)"
.0004354,"Foreign body in other body part","Fracture of sternum or rib(s)"
.7299019,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
.0002827,"Assault by firearm","Fracture of sternum or rib(s)"
.0004616,"Self-harm","Fracture of sternum or rib(s)"
.0007095,"Assault by sharp object","Fracture of sternum or rib(s)"
.0699987,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
.0268922,"Non-venomous animal contact","Fracture of sternum or rib(s)"
.0001803,"Foreign body in eyes","Fracture of sternum or rib(s)"
.0003364,"Venomous animal contact","Fracture of sternum or rib(s)"
.0272286,"Animal contact","Fracture of sternum or rib(s)"
.0105217,"Unintentional suffocation","Fracture of sternum or rib(s)"
.0062711,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.3460586,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
21.8798,"Assault by other means","Fracture of vertebral column"
1.98718,"Assault by sharp object","Fracture of vertebral column"
265.1961,"Motor vehicle road injuries","Fracture of vertebral column"
32.05863,"Interpersonal violence","Fracture of vertebral column"
161.5747,"Other transport injuries","Fracture of vertebral column"
1.597147,"Venomous animal contact","Fracture of vertebral column"
909.6567,"Other unintentional injuries","Fracture of vertebral column"
795.1304,"Falls","Fracture of vertebral column"
680.202,"Road injuries","Fracture of vertebral column"
49.54508,"Unintentional firearm injuries","Fracture of vertebral column"
71.06194,"Unintentional suffocation","Fracture of vertebral column"
11.99515,"Animal contact","Fracture of vertebral column"
1.074793,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
10.39801,"Non-venomous animal contact","Fracture of vertebral column"
239.6573,"Pedestrian road injuries by road vehicle","Fracture of vertebral column"
650.2231,"Other exposure to mechanical forces","Fracture of vertebral column"
2.022601,"Foreign body in other body part","Fracture of vertebral column"
.4812084,"Foreign body in eyes","Fracture of vertebral column"
5.586724,"Other road injuries","Fracture of vertebral column"
1.991418,"Self-harm","Fracture of vertebral column"
135.6494,"Cyclist road injuries","Fracture of vertebral column"
.6348035,"Poisonings","Fracture of vertebral column"
8.191655,"Assault by firearm","Fracture of vertebral column"
770.83,"Exposure to mechanical forces","Fracture of vertebral column"
6.757712,"Drowning","Fracture of vertebral column"
34.11239,"Motorcyclist road injuries","Fracture of vertebral column"
33.12193,"Fire, heat, and hot substances","Fracture of vertebral column"
24.77073,"Animal contact","Fracture of femur, other than femoral neck"
39.41348,"Drowning","Fracture of femur, other than femoral neck"
108.1593,"Other unintentional injuries","Fracture of femur, other than femoral neck"
8.293707,"Assault by firearm","Fracture of femur, other than femoral neck"
937.2029,"Road injuries","Fracture of femur, other than femoral neck"
4.512146,"Assault by sharp object","Fracture of femur, other than femoral neck"
.603376,"Foreign body in eyes","Fracture of femur, other than femoral neck"
572.7803,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck"
434.1077,"Motor vehicle road injuries","Fracture of femur, other than femoral neck"
861.732,"Falls","Fracture of femur, other than femoral neck"
1.131282,"Foreign body in other body part","Fracture of femur, other than femoral neck"
6.510865,"Other road injuries","Fracture of femur, other than femoral neck"
.5488299,"Poisonings","Fracture of femur, other than femoral neck"
17.09485,"Unintentional suffocation","Fracture of femur, other than femoral neck"
1.663689,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
34.99255,"Assault by other means","Fracture of femur, other than femoral neck"
6.222049,"Venomous animal contact","Fracture of femur, other than femoral neck"
121.848,"Other transport injuries","Fracture of femur, other than femoral neck"
55.50648,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
315.3996,"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck"
42.02238,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
1.412536,"Self-harm","Fracture of femur, other than femoral neck"
44.20872,"Cyclist road injuries","Fracture of femur, other than femoral neck"
47.79842,"Interpersonal violence","Fracture of femur, other than femoral neck"
136.9758,"Motorcyclist road injuries","Fracture of femur, other than femoral neck"
645.3815,"Exposure to mechanical forces","Fracture of femur, other than femoral neck"
18.54869,"Non-venomous animal contact","Fracture of femur, other than femoral neck"
162.1265,"Falls","Minor traumatic brain injury"
162.0954,"Exposure to mechanical forces","Minor traumatic brain injury"
3.476167,"Other road injuries","Minor traumatic brain injury"
3.80985,"Unintentional suffocation","Minor traumatic brain injury"
250.1975,"Road injuries","Minor traumatic brain injury"
19.60614,"Motorcyclist road injuries","Minor traumatic brain injury"
3.37065,"Unintentional firearm injuries","Minor traumatic brain injury"
.3764936,"Foreign body in eyes","Minor traumatic brain injury"
1.79342,"Assault by sharp object","Minor traumatic brain injury"
.3518474,"Foreign body in other body part","Minor traumatic brain injury"
48.55856,"Cyclist road injuries","Minor traumatic brain injury"
22.56211,"Other unintentional injuries","Minor traumatic brain injury"
.397405,"Self-harm","Minor traumatic brain injury"
154.9149,"Other exposure to mechanical forces","Minor traumatic brain injury"
34.62848,"Interpersonal violence","Minor traumatic brain injury"
5.50786,"Drowning","Minor traumatic brain injury"
1.945628,"Assault by firearm","Minor traumatic brain injury"
.3497945,"Poisonings","Minor traumatic brain injury"
9.317142,"Fire, heat, and hot substances","Minor traumatic brain injury"
1.744763,"Venomous animal contact","Minor traumatic brain injury"
30.88942,"Assault by other means","Minor traumatic brain injury"
68.73615,"Pedestrian road injuries by road vehicle","Minor traumatic brain injury"
109.8204,"Motor vehicle road injuries","Minor traumatic brain injury"
8.843977,"Animal contact","Minor traumatic brain injury"
.2631665,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury"
7.099215,"Non-venomous animal contact","Minor traumatic brain injury"
50.19505,"Other transport injuries","Minor traumatic brain injury"
14.54215,"Unintentional suffocation","Moderate to severe traumatic brain injury"
3.577364,"Foreign body in eyes","Moderate to severe traumatic brain injury"
.8959674,"Foreign body in other body part","Moderate to severe traumatic brain injury"
.9023716,"Poisonings","Moderate to severe traumatic brain injury"
420.1443,"Pedestrian road injuries by road vehicle","Moderate to severe traumatic brain injury"
34.16092,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury"
521.2722,"Motor vehicle road injuries","Moderate to severe traumatic brain injury"
20.50018,"Animal contact","Moderate to severe traumatic brain injury"
59.63229,"Interpersonal violence","Moderate to severe traumatic brain injury"
1268.483,"Road injuries","Moderate to severe traumatic brain injury"
18.00438,"Drowning","Moderate to severe traumatic brain injury"
2.105368,"Self-harm","Moderate to severe traumatic brain injury"
49.48357,"Assault by other means","Moderate to severe traumatic brain injury"
15.31074,"Non-venomous animal contact","Moderate to severe traumatic brain injury"
.7890086,"Pulmonary aspiration and foreign body in airway","Moderate to severe traumatic brain injury"
60.58861,"Other transport injuries","Moderate to severe traumatic brain injury"
140.471,"Cyclist road injuries","Moderate to severe traumatic brain injury"
211.189,"Other exposure to mechanical forces","Moderate to severe traumatic brain injury"
