value,source,target
189.5201,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus"
3.290016,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus"
.2767257,"Self-harm","Fracture of clavicle, scapula, or humerus"
4.159173,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus"
41.14381,"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus"
.1579746,"Poisonings","Fracture of clavicle, scapula, or humerus"
170.5204,"Falls","Fracture of clavicle, scapula, or humerus"
140.3425,"Road injuries","Fracture of clavicle, scapula, or humerus"
49.53374,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus"
23.61161,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus"
5.915123,"Animal contact","Fracture of clavicle, scapula, or humerus"
.1589679,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus"
.8205072,"Assault by firearm","Fracture of clavicle, scapula, or humerus"
2.114276,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus"
8.015814,"Interpersonal violence","Fracture of clavicle, scapula, or humerus"
4.769342,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus"
39.59869,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus"
6.69048,"Drowning","Fracture of clavicle, scapula, or humerus"
2.625108,"Venomous animal contact","Fracture of clavicle, scapula, or humerus"
6.335636,"Pedestrian road injuries by road vehicle","Fracture of face bone"
16.75406,"Exposure to mechanical forces","Fracture of face bone"
.0306714,"Foreign body in eyes","Fracture of face bone"
9.920054,"Motorcyclist road injuries","Fracture of face bone"
.3945561,"Assault by firearm","Fracture of face bone"
.7781577,"Unintentional firearm injuries","Fracture of face bone"
6.586305,"Other transport injuries","Fracture of face bone"
2.462335,"Fire, heat, and hot substances","Fracture of face bone"
.0335737,"Unintentional suffocation","Fracture of face bone"
.0886805,"Pulmonary aspiration and foreign body in airway","Fracture of face bone"
3.259519,"Cyclist road injuries","Fracture of face bone"
.7386566,"Venomous animal contact","Fracture of face bone"
1.149392,"Drowning","Fracture of face bone"
3.573967,"Animal contact","Fracture of face bone"
7.591371,"Motor vehicle road injuries","Fracture of face bone"
27.41686,"Road injuries","Fracture of face bone"
2.83531,"Non-venomous animal contact","Fracture of face bone"
.2693008,"Foreign body in other body part","Fracture of face bone"
15.94233,"Other exposure to mechanical forces","Fracture of face bone"
.4007039,"Assault by sharp object","Fracture of face bone"
17.27176,"Falls","Fracture of face bone"
5.753445,"Interpersonal violence","Fracture of face bone"
.0649431,"Poisonings","Fracture of face bone"
.3102718,"Other road injuries","Fracture of face bone"
2.538046,"Other unintentional injuries","Fracture of face bone"
4.958183,"Assault by other means","Fracture of face bone"
.2033515,"Self-harm","Fracture of face bone"
114.4673,"Road injuries","Fracture of foot bone"
1.336534,"Other road injuries","Fracture of foot bone"
8.161764,"Fire, heat, and hot substances","Fracture of foot bone"
.8822535,"Foreign body in other body part","Fracture of foot bone"
31.15274,"Pedestrian road injuries by road vehicle","Fracture of foot bone"
1.254153,"Self-harm","Fracture of foot bone"
1.217542,"Assault by sharp object","Fracture of foot bone"
98.89362,"Exposure to mechanical forces","Fracture of foot bone"
142.3497,"Falls","Fracture of foot bone"
3.198489,"Venomous animal contact","Fracture of foot bone"
.1718891,"Poisonings","Fracture of foot bone"
92.13712,"Other exposure to mechanical forces","Fracture of foot bone"
1.486528,"Assault by firearm","Fracture of foot bone"
.2228068,"Unintentional suffocation","Fracture of foot bone"
20.74564,"Other unintentional injuries","Fracture of foot bone"
54.45635,"Motorcyclist road injuries","Fracture of foot bone"
6.858085,"Cyclist road injuries","Fracture of foot bone"
20.66357,"Motor vehicle road injuries","Fracture of foot bone"
4.501289,"Interpersonal violence","Fracture of foot bone"
10.91854,"Drowning","Fracture of foot bone"
8.027005,"Animal contact","Fracture of foot bone"
.2814446,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone"
4.828516,"Non-venomous animal contact","Fracture of foot bone"
22.32953,"Other transport injuries","Fracture of foot bone"
.1692304,"Foreign body in eyes","Fracture of foot bone"
1.797218,"Assault by other means","Fracture of foot bone"
6.533703,"Unintentional firearm injuries","Fracture of foot bone"
55.53571,"Motor vehicle road injuries","Fracture of hand bone"
.5152955,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone"
19.7813,"Non-venomous animal contact","Fracture of hand bone"
194.8701,"Road injuries","Fracture of hand bone"
18.14335,"Fire, heat, and hot substances","Fracture of hand bone"
248.1182,"Falls","Fracture of hand bone"
5.343084,"Foreign body in other body part","Fracture of hand bone"
.3240426,"Poisonings","Fracture of hand bone"
30.30969,"Animal contact","Fracture of hand bone"
35.69703,"Assault by other means","Fracture of hand bone"
7.364208,"Assault by sharp object","Fracture of hand bone"
3.471643,"Self-harm","Fracture of hand bone"
2418.36,"Other exposure to mechanical forces","Fracture of hand bone"
291.4354,"Other unintentional injuries","Fracture of hand bone"
12.51761,"Unintentional suffocation","Fracture of hand bone"
3.280463,"Assault by firearm","Fracture of hand bone"
2.758026,"Other road injuries","Fracture of hand bone"
2461.658,"Exposure to mechanical forces","Fracture of hand bone"
63.80602,"Motorcyclist road injuries","Fracture of hand bone"
38.58665,"Cyclist road injuries","Fracture of hand bone"
10.44098,"Drowning","Fracture of hand bone"
34.18374,"Pedestrian road injuries by road vehicle","Fracture of hand bone"
30.78078,"Unintentional firearm injuries","Fracture of hand bone"
.1843193,"Foreign body in eyes","Fracture of hand bone"
10.52839,"Venomous animal contact","Fracture of hand bone"
46.34169,"Interpersonal violence","Fracture of hand bone"
151.5182,"Other transport injuries","Fracture of hand bone"
424.3991,"Exposure to mechanical forces","Fracture of neck of femur"
719.9128,"Drowning","Fracture of neck of femur"
3.103201,"Unintentional suffocation","Fracture of neck of femur"
69.12188,"Fire, heat, and hot substances","Fracture of neck of femur"
29.38988,"Venomous animal contact","Fracture of neck of femur"
10.44014,"Assault by sharp object","Fracture of neck of femur"
5.469426,"Poisonings","Fracture of neck of femur"
2120.707,"Road injuries","Fracture of neck of femur"
274.2669,"Other exposure to mechanical forces","Fracture of neck of femur"
18.69661,"Non-venomous animal contact","Fracture of neck of femur"
72.44097,"Other road injuries","Fracture of neck of femur"
48.08649,"Animal contact","Fracture of neck of femur"
267.872,"Other transport injuries","Fracture of neck of femur"
28.06583,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur"
693.9446,"Motor vehicle road injuries","Fracture of neck of femur"
155.1648,"Cyclist road injuries","Fracture of neck of femur"
2048.654,"Falls","Fracture of neck of femur"
7.761433,"Self-harm","Fracture of neck of femur"
584.7343,"Motorcyclist road injuries","Fracture of neck of femur"
27.92311,"Assault by other means","Fracture of neck of femur"
147.029,"Unintentional firearm injuries","Fracture of neck of femur"
58.79758,"Interpersonal violence","Fracture of neck of femur"
20.43434,"Assault by firearm","Fracture of neck of femur"
614.4224,"Pedestrian road injuries by road vehicle","Fracture of neck of femur"
89.07051,"Other unintentional injuries","Fracture of neck of femur"
176.1238,"Foreign body in eyes","Fracture of neck of femur"
7.207471,"Foreign body in other body part","Fracture of neck of femur"
41.62841,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
55.13115,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle"
2557.47,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
63.85072,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle"
147.7071,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle"
119.7978,"Drowning","Fracture of patella, tibia, fibula, or ankle"
10.61823,"Self-harm","Fracture of patella, tibia, fibula, or ankle"
4288.954,"Road injuries","Fracture of patella, tibia, fibula, or ankle"
62.07497,"Other road injuries","Fracture of patella, tibia, fibula, or ankle"
2769.028,"Exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle"
9.212069,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle"
123.3434,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle"
1162.182,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle"
2549.448,"Falls","Fracture of patella, tibia, fibula, or ankle"
164.9718,"Animal contact","Fracture of patella, tibia, fibula, or ankle"
183.3629,"Interpersonal violence","Fracture of patella, tibia, fibula, or ankle"
4.524956,"Poisonings","Fracture of patella, tibia, fibula, or ankle"
32.00859,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle"
2.163841,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle"
95.70596,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle"
514.3261,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
956.7988,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle"
912.5955,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle"
1086.825,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle"
96.22311,"Assault by other means","Fracture of patella, tibia, fibula, or ankle"
1713.133,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle"
1.459094,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle"
132.0324,"Other unintentional injuries","Fracture of pelvis"
.1711357,"Foreign body in eyes","Fracture of pelvis"
11.89605,"Drowning","Fracture of pelvis"
211.4459,"Other transport injuries","Fracture of pelvis"
.5653854,"Poisonings","Fracture of pelvis"
3.676259,"Unintentional suffocation","Fracture of pelvis"
14.7361,"Animal contact","Fracture of pelvis"
8.891303,"Non-venomous animal contact","Fracture of pelvis"
.4381745,"Foreign body in other body part","Fracture of pelvis"
5.390956,"Other road injuries","Fracture of pelvis"
168.066,"Falls","Fracture of pelvis"
.5898359,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis"
529.6562,"Road injuries","Fracture of pelvis"
121.0804,"Pedestrian road injuries by road vehicle","Fracture of pelvis"
9.000978,"Assault by other means","Fracture of pelvis"
27.55759,"Unintentional firearm injuries","Fracture of pelvis"
1.291616,"Self-harm","Fracture of pelvis"
15.37811,"Interpersonal violence","Fracture of pelvis"
273.9719,"Motor vehicle road injuries","Fracture of pelvis"
5.844794,"Venomous animal contact","Fracture of pelvis"
30.2893,"Cyclist road injuries","Fracture of pelvis"
98.9237,"Motorcyclist road injuries","Fracture of pelvis"
4.383404,"Assault by firearm","Fracture of pelvis"
1.993726,"Assault by sharp object","Fracture of pelvis"
376.4679,"Other exposure to mechanical forces","Fracture of pelvis"
11.16995,"Fire, heat, and hot substances","Fracture of pelvis"
407.7017,"Exposure to mechanical forces","Fracture of pelvis"
146.0534,"Road injuries","Fracture of radius or ulna"
79.51414,"Other exposure to mechanical forces","Fracture of radius or ulna"
85.12849,"Exposure to mechanical forces","Fracture of radius or ulna"
47.32553,"Motor vehicle road injuries","Fracture of radius or ulna"
.0314652,"Foreign body in eyes","Fracture of radius or ulna"
46.60638,"Other unintentional injuries","Fracture of radius or ulna"
1.662354,"Fire, heat, and hot substances","Fracture of radius or ulna"
11.1362,"Interpersonal violence","Fracture of radius or ulna"
.6826915,"Foreign body in other body part","Fracture of radius or ulna"
.1181707,"Poisonings","Fracture of radius or ulna"
1.360373,"Drowning","Fracture of radius or ulna"
322.1568,"Falls","Fracture of radius or ulna"
52.1945,"Cyclist road injuries","Fracture of radius or ulna"
69.0025,"Other transport injuries","Fracture of radius or ulna"
3.252315,"Animal contact","Fracture of radius or ulna"
6.3052,"Assault by other means","Fracture of radius or ulna"
.2714928,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna"
.2864839,"Self-harm","Fracture of radius or ulna"
.5455379,"Venomous animal contact","Fracture of radius or ulna"
3.126733,"Assault by firearm","Fracture of radius or ulna"
2.954232,"Unintentional suffocation","Fracture of radius or ulna"
1.704268,"Assault by sharp object","Fracture of radius or ulna"
2.660118,"Unintentional firearm injuries","Fracture of radius or ulna"
7.683383,"Other road injuries","Fracture of radius or ulna"
21.2484,"Motorcyclist road injuries","Fracture of radius or ulna"
17.6016,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna"
2.706777,"Non-venomous animal contact","Fracture of radius or ulna"
11.56439,"Unintentional suffocation","Fracture of skull"
4.250903,"Foreign body in other body part","Fracture of skull"
.1982091,"Poisonings","Fracture of skull"
51.45026,"Assault by other means","Fracture of skull"
31.85677,"Cyclist road injuries","Fracture of skull"
59.57205,"Other unintentional injuries","Fracture of skull"
169.9046,"Motor vehicle road injuries","Fracture of skull"
.746168,"Drowning","Fracture of skull"
2.917328,"Venomous animal contact","Fracture of skull"
155.0763,"Motorcyclist road injuries","Fracture of skull"
8.420637,"Assault by firearm","Fracture of skull"
424.8046,"Other exposure to mechanical forces","Fracture of skull"
12.57742,"Non-venomous animal contact","Fracture of skull"
568.1058,"Road injuries","Fracture of skull"
.1517654,"Pulmonary aspiration and foreign body in airway","Fracture of skull"
206.8387,"Pedestrian road injuries by road vehicle","Fracture of skull"
91.45877,"Other transport injuries","Fracture of skull"
396.1344,"Falls","Fracture of skull"
1.484222,"Self-harm","Fracture of skull"
6.877428,"Fire, heat, and hot substances","Fracture of skull"
15.27832,"Unintentional firearm injuries","Fracture of skull"
4.429314,"Other road injuries","Fracture of skull"
15.49475,"Animal contact","Fracture of skull"
12.34562,"Assault by sharp object","Fracture of skull"
1.1048,"Foreign body in eyes","Fracture of skull"
451.6472,"Exposure to mechanical forces","Fracture of skull"
72.21651,"Interpersonal violence","Fracture of skull"
.8572399,"Cyclist road injuries","Fracture of sternum or rib(s)"
.1928522,"Motorcyclist road injuries","Fracture of sternum or rib(s)"
.0000719,"Foreign body in eyes","Fracture of sternum or rib(s)"
.0766574,"Non-venomous animal contact","Fracture of sternum or rib(s)"
.7148235,"Other transport injuries","Fracture of sternum or rib(s)"
2.074596,"Motor vehicle road injuries","Fracture of sternum or rib(s)"
.0084988,"Unintentional suffocation","Fracture of sternum or rib(s)"
.0002451,"Poisonings","Fracture of sternum or rib(s)"
.3420985,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)"
.0004353,"Foreign body in other body part","Fracture of sternum or rib(s)"
.0013777,"Self-harm","Fracture of sternum or rib(s)"
.1279136,"Interpersonal violence","Fracture of sternum or rib(s)"
.0773652,"Animal contact","Fracture of sternum or rib(s)"
.0050805,"Fire, heat, and hot substances","Fracture of sternum or rib(s)"
5.794876,"Falls","Fracture of sternum or rib(s)"
.1194162,"Assault by other means","Fracture of sternum or rib(s)"
.0079223,"Assault by sharp object","Fracture of sternum or rib(s)"
.70408,"Other unintentional injuries","Fracture of sternum or rib(s)"
.0070619,"Drowning","Fracture of sternum or rib(s)"
.0162773,"Unintentional firearm injuries","Fracture of sternum or rib(s)"
.0022153,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)"
.0666426,"Other road injuries","Fracture of sternum or rib(s)"
3.533429,"Road injuries","Fracture of sternum or rib(s)"
1.427519,"Other exposure to mechanical forces","Fracture of sternum or rib(s)"
.0005751,"Assault by firearm","Fracture of sternum or rib(s)"
1.452295,"Exposure to mechanical forces","Fracture of sternum or rib(s)"
.0007078,"Venomous animal contact","Fracture of sternum or rib(s)"
6.451239,"Other road injuries","Fracture of vertebral column"
1.310284,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column"
16.54788,"Assault by firearm","Fracture of vertebral column"
3.66911,"Venomous animal contact","Fracture of vertebral column"
47.10775,"Unintentional suffocation","Fracture of vertebral column"
772.2308,"Falls","Fracture of vertebral column"
333.7833,"Other transport injuries","Fracture of vertebral column"
3.38133,"Self-harm","Fracture of vertebral column"
49.45755,"Interpersonal violence","Fracture of vertebral column"
22.80031,"Non-venomous animal contact","Fracture of vertebral column"
1568.913,"Other unintentional injuries","Fracture of vertebral column"
1150.44,"Road injuries","Fracture of vertebral column"
111.7017,"Unintentional firearm injuries","Fracture of vertebral column"
27.088,"Assault by other means","Fracture of vertebral column"
115.2367,"Motorcyclist road injuries","Fracture of vertebral column"
17.17959,"Drowning","Fracture of vertebral column"
34.38286,"Fire, heat, and hot substances","Fracture of vertebral column"
.3863611,"Foreign body in eyes","Fracture of vertebral column"
5.821681,"Assault by sharp object","Fracture of vertebral column"
396.0973,"Motor vehicle road injuries","Fracture of vertebral column"
2.631736,"Foreign body in other body part","Fracture of vertebral column"
282.9315,"Pedestrian road injuries by road vehicle","Fracture of vertebral column"
349.7229,"Cyclist road injuries","Fracture of vertebral column"
1718.685,"Exposure to mechanical forces","Fracture of vertebral column"
1559.876,"Other exposure to mechanical forces","Fracture of vertebral column"
26.46942,"Animal contact","Fracture of vertebral column"
.6558067,"Poisonings","Fracture of vertebral column"
15.47258,"Assault by firearm","Fracture of femur, other than femoral neck"
179.1817,"Other transport injuries","Fracture of femur, other than femoral neck"
40.10543,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck"
.9706841,"Poisonings","Fracture of femur, other than femoral neck"
2117.122,"Exposure to mechanical forces","Fracture of femur, other than femoral neck"
3.010467,"Self-harm","Fracture of femur, other than femoral neck"
20.45854,"Unintentional suffocation","Fracture of femur, other than femoral neck"
90.23825,"Cyclist road injuries","Fracture of femur, other than femoral neck"
10.21542,"Foreign body in other body part","Fracture of femur, other than femoral neck"
771.4346,"Motor vehicle road injuries","Fracture of femur, other than femoral neck"
77.7209,"Interpersonal violence","Fracture of femur, other than femoral neck"
395.5792,"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck"
69.36538,"Unintentional firearm injuries","Fracture of femur, other than femoral neck"
13.40545,"Other road injuries","Fracture of femur, other than femoral neck"
2027.299,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck"
261.8474,"Other unintentional injuries","Fracture of femur, other than femoral neck"
889.0079,"Falls","Fracture of femur, other than femoral neck"
65.66016,"Animal contact","Fracture of femur, other than femoral neck"
46.97585,"Drowning","Fracture of femur, other than femoral neck"
13.93922,"Assault by sharp object","Fracture of femur, other than femoral neck"
16.714,"Venomous animal contact","Fracture of femur, other than femoral neck"
1.732089,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck"
48.94615,"Non-venomous animal contact","Fracture of femur, other than femoral neck"
1703.466,"Road injuries","Fracture of femur, other than femoral neck"
432.8082,"Motorcyclist road injuries","Fracture of femur, other than femoral neck"
.5430294,"Foreign body in eyes","Fracture of femur, other than femoral neck"
48.3091,"Assault by other means","Fracture of femur, other than femoral neck"
.2369231,"Foreign body in eyes","Minor traumatic brain injury"
77.48978,"Other transport injuries","Minor traumatic brain injury"
66.02847,"Cyclist road injuries","Minor traumatic brain injury"
406.0444,"Road injuries","Minor traumatic brain injury"
.65473,"Foreign body in other body part","Minor traumatic brain injury"
335.607,"Exposure to mechanical forces","Minor traumatic brain injury"
59.14604,"Other unintentional injuries","Minor traumatic brain injury"
11.23873,"Fire, heat, and hot substances","Minor traumatic brain injury"
63.83152,"Interpersonal violence","Minor traumatic brain injury"
1.302594,"Self-harm","Minor traumatic brain injury"
325.787,"Other exposure to mechanical forces","Minor traumatic brain injury"
5.947134,"Drowning","Minor traumatic brain injury"
5.24092,"Assault by firearm","Minor traumatic brain injury"
.29479,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury"
15.3895,"Animal contact","Minor traumatic brain injury"
11.00718,"Non-venomous animal contact","Minor traumatic brain injury"
184.5927,"Motor vehicle road injuries","Minor traumatic brain injury"
4.597198,"Assault by sharp object","Minor traumatic brain injury"
4.382322,"Venomous animal contact","Minor traumatic brain injury"
85.89989,"Pedestrian road injuries by road vehicle","Minor traumatic brain injury"
53.9934,"Assault by other means","Minor traumatic brain injury"
7.327919,"Unintentional firearm injuries","Minor traumatic brain injury"
2.492097,"Unintentional suffocation","Minor traumatic brain injury"
189.6049,"Falls","Minor traumatic brain injury"
65.29305,"Motorcyclist road injuries","Minor traumatic brain injury"
4.23034,"Other road injuries","Minor traumatic brain injury"
.7791047,"Poisonings","Minor traumatic brain injury"
474.9814,"Other exposure to mechanical forces","Moderate to severe traumatic brain injury"
1533.629,"Falls","Moderate to severe traumatic brain injury"
624.5658,"Pedestrian road injuries by road vehicle","Moderate to severe traumatic brain injury"
123.322,"Interpersonal violence","Moderate to severe traumatic brain injury"
77.21598,"Animal contact","Moderate to severe traumatic brain injury"
6.524368,"Assault by firearm","Moderate to severe traumatic brain injury"
33.98598,"Other road injuries","Moderate to severe traumatic brain injury"
1.167837,"Pulmonary aspiration and foreign body in airway","Moderate to severe traumatic brain injury"
57.86126,"Non-venomous animal contact","Moderate to severe traumatic brain injury"
2306.397,"Road injuries","Moderate to severe traumatic brain injury"
251.3291,"Cyclist road injuries","Moderate to severe traumatic brain injury"
100.5542,"Assault by other means","Moderate to severe traumatic brain injury"
2.629539,"Poisonings","Moderate to severe traumatic brain injury"
19.18633,"Unintentional firearm injuries","Moderate to severe traumatic brain injury"
104.843,"Foreign body in eyes","Moderate to severe traumatic brain injury"
817.5278,"Motor vehicle road injuries","Moderate to severe traumatic brain injury"
9.427412,"Self-harm","Moderate to severe traumatic brain injury"
510.2375,"Exposure to mechanical forces","Moderate to severe traumatic brain injury"
